aa,Fungi_percent,"1,3-diaminopropane","1,4-D-xylobiose",2-hydroxyglutaric acid,2-hydroxypyridine,2-keto-l-gluconic acid*,"3,4-dihydroxybenzoic acid","3,5-dimethoxy-4-hydroxycinnamic acid (sinapic acid)",3-hydroxypyridine,4-guanidinobutyric acid,4-hydroxy-3-methoxybenzoic acid (vanillic acid),4-hydroxybenzaldehyde,4-hydroxybenzoic acid,4-hydroxyphenylacetic acid,4-hydroxypyridine,5-O-coumaroyl-D-quinic acid* ,aconitic acid,adenine,adenosine,allantoin,alpha ketoglutaric acid,benzoic acid,beta-cyano-L-alanine,caffeic acid,carbonate ion,cellobiose,chlorogenic acid,citraconic acid,citric acid,cycloleucine,dehydroalanine,dehydroascorbic acid,D-fructose-6-phosphate,D-galactaric acid,D-gluconic acid,D-glucose,D-glucose-6-phosphate,D-glucuronic acid,DL-3-aminoisobutyric acid,DL-4-hydroxymandelic acid,D-malic acid,D-maltitol,D-mannitol,D-mannose,D-threitol,D-xylose,ethanolamine*,ferulic acid,fructose,fumaric acid,galactinol,galactitol,galactonic acid,glucosylglycerol*,glyceric acid,glycerol,glycerol 3-phosphate,glycine,glycolic acid,hydroquinone,isomaltose,lactate,L-alanine,L-asparagine,L-aspartic acid,L-cysteine,L-glutamic acid,L-glutamine,L-homoserine,L-isoleucine,L-leucine,L-ornithine,L-phenylalanine,L-proline,L-pyroglutamic acid,L-serine,L-threonine,L-tryptophan,L-tyrosine,L-valine,maleic acid,maltose,melezitose,melibiose,methyl phosphate*,methyl-beta-D-galactopyranoside ,methylmaleic acid*,methylsuccinic acid*,mucic acid,myo-inositol,"N,N-dimethylglycine",nicotinic acid,N-methylalanine,oxalic acid,palmitic acid,phosphate ion,pipecolic acid,porphine,propylene glycol,pyruvic acid,quinic acid,raffinose,ribitol,ribose,sedoheptulose,shikimic acid,succinic acid,succinic anhydride*,sucrose,thymine,trehalose,uracil,xylitol,Unknown 001,Unknown 002,Unknown 003,Unknown 004,Unknown 005,Unknown 006,Unknown 007,Unknown 008,Unknown 009,Unknown 010,Unknown 011,Unknown 012,Unknown 013,Unknown 014,Unknown 015,Unknown 016,Unknown 017,Unknown 018,Unknown 019,Unknown 020,Unknown 021,Unknown 022,Unknown 023,Unknown 024,Unknown 025,Unknown 026,Unknown 027,Unknown 028,Unknown 029,Unknown 030,Unknown 031,Unknown 032,Unknown 033,Unknown 034,Unknown 035,Unknown 036,Unknown 037,Unknown 038,Unknown 039,Unknown 040,Unknown 041,Unknown 042,Unknown 043,Unknown 044,Unknown 045,Unknown 046,Unknown 047,Unknown 048,Unknown 049,Unknown 050,Unknown 051,Unknown 052,Unknown 053,Unknown 054,Unknown 054,Unknown 055,Unknown 056,Unknown 057,Unknown 058,Unknown 059,Unknown 060,Unknown 061,Unknown 064,Unknown 065,Unknown 065,Unknown 066,Unknown 067,Unknown 068,Unknown 069,Unknown 070,Unknown 071,Unknown 072,Unknown 073,Unknown 074,Unknown 075,Unknown 076,Unknown 077,Unknown 078,Unknown 079,Unknown 080,Unknown 081,Unknown 082,Unknown 083,Unknown 084,Unknown 085,Unknown 086,Unknown 087,Unknown 088,Unknown 089,Unknown 090,Unknown 091,Unknown 092,Unknown 094,Unknown 095,Unknown 096,Unknown 097,Unknown 098,Unknown 100,Unknown 101,Unknown 102,Unknown 103,Unknown 104,Unknown 105,Unknown 106,Unknown 107,Unknown 108,Unknown 109,Unknown 110,Unknown 111,Unknown 112,Unknown 113,Unknown 114,Unknown 115,Unknown 116,Unknown 117,Unknown 118,Unknown 119,Unknown 120,Unknown 121,Unknown 122,Unknown 123,Unknown 125,Unknown 126,Unknown 127,Unknown 128,Unknown 129,Unknown 130,Unknown 131,Unknown 132,Unknown 133,Unknown 134,Unknown 135,Unknown 136,Unknown 137,Unknown 138,Unknown 139,Unknown 140,Unknown 141,Unknown 142,Unknown 143,Unknown 144,Unknown 145,Unknown 146,Unknown 147,Unknown 148,Unknown 149,Unknown 150,Unknown 151,Unknown 152,Unknown 153,Unknown 154,Unknown 155,Unknown 156,Unknown 157,Unknown 158,Unknown 159,Unknown 160,Unknown 161,Unknown 162,Unknown 163,Unknown 164,Unknown 165,Unknown 167,Unknown 168,Unknown 169,Unknown 170,Unknown 171,Unknown 172,Unknown 173,Unknown 174,Unknown 175,Unknown 176,Unknown 177,Unknown 178,Unknown 179,Unknown 180,Unknown 181,Unknown 182,Unknown 183,Unknown 184,Unknown 185,Unknown 186
TP4L12,2.333448994,21.64790916,16.99826596,19.09992765,21.51801316,19.60106148,20.11854426,16.27624372,18.33100744,20.72124619,18.76943542,14.69993218,18.98774907,16.18626806,0,20.2341408,22.76948898,0,19.7551499,16.39140809,19.61349074,17.71819137,23.93115663,23.38070729,18.76929746,23.43771119,22.30134189,20.68248172,22.52429863,19.01726473,17.50970738,23.00294956,17.93673801,21.65438207,18.20204715,28.92729735,18.25115691,18.09205803,0,20.76978246,25.93709048,16.00160519,26.56761049,26.79957833,17.2261111,20.17422318,23.35262188,19.05347535,26.07748112,22.94891535,23.37289028,0,20.23180507,18.44401881,22.83485406,0,14.20425316,25.21104758,17.87856137,18.27781042,16.28746565,20.05524153,22.34013098,23.92627851,23.95740783,16.54640592,24.73179981,21.53347834,0,19.6701249,21.09391558,19.26674619,20.2062929,18.26490124,24.93166811,24.81044154,21.91648289,18.25832681,22.55412275,23.19140776,21.04459488,19.52579965,16.62398208,19.20040312,20.12371994,16.82400755,21.14153197,16.85438949,18.88745678,24.07312454,15.66701194,17.33248797,18.44377998,20.82795282,18.07459897,24.60926291,14.98954485,12.66712411,20.15468373,19.42254556,26.3323084,0,22.65045297,21.95132519,26.77007958,21.35865232,24.81249452,17.49514074,26.84349691,17.50014979,21.73521513,18.48098607,19.00225733,19.00524392,16.36280285,0,19.71299978,18.37095799,18.17986137,21.64954698,15.83857168,18.91184253,17.06634547,19.31572245,17.06865488,19.45763593,16.14921035,17.72457171,17.65204804,18.69188912,18.08690417,0,18.4641817,0,18.98057799,17.58208854,18.06994871,18.68871594,18.52614845,17.67243753,18.68801739,0,17.9331695,15.89456915,23.66507083,23.76659417,16.58657022,25.28814287,13.92951996,19.40605168,21.17987177,21.10474765,20.47609581,21.52195964,18.44051954,19.96276111,16.24321135,19.41516505,17.60809598,17.35880036,22.03907233,21.6931114,18.98785376,17.37312014,17.09828856,0,18.49515824,21.13791843,18.525903,16.19770312,18.36939,18.61208078,17.86332114,19.53714818,18.61718295,19.56488861,21.41655376,19.53269811,16.40557944,18.80843055,18.60465805,19.74079771,19.68916689,19.92528278,16.34257543,21.06479496,18.12666834,27.68177245,28.10831907,28.23378849,21.59247492,19.06860166,17.6574126,19.11060867,18.80961917,20.22908498,22.67859915,19.86782318,21.28372423,18.54026814,22.46848383,15.94850906,20.28983029,16.67702007,18.40509938,20.68311147,20.03193463,18.63512078,22.40175113,22.3130292,20.70720624,17.35244642,19.14674036,19.50166999,16.54067184,17.46452182,18.49985897,16.60598595,15.7536317,18.04261711,18.89066754,16.66314126,16.12667275,19.00603981,20.48270633,21.48104032,17.61141501,17.67489328,18.60015575,18.00485,14.32642048,17.97406074,18.6205094,19.27782136,16.63766131,0,18.20564616,18.76471853,17.81913551,22.02596861,22.02596861,16.72637556,18.06458188,16.84028374,19.31643427,17.27808615,18.07828216,17.47068594,17.48244225,0,0,21.68557844,18.88293784,20.33798752,17.80541683,19.31465196,20.18379789,17.90017806,0,15.1984176,17.92118401,18.15606078,14.83700932,15.81416123,18.59792045,16.14967173,18.15143161,12.63479558,0,17.77721823,16.00049322,23.78410149,0,0,0,0,14.49663595,16.6114427,13.74953837,13.48409134,21.29630535,19.48980162,17.64749956,0,0,0,21.50959196,18.30813484,0,0,0,16.43776171,19.27563046,20.39126951,17.8738209
TP6L17,2.981191624,21.1113774,18.68909804,18.82662183,22.18511139,20.75327148,19.85976906,16.92217699,18.8080184,20.23659373,18.58617655,0,19.2164992,13.95601418,18.22826497,17.17670289,22.90596628,0,19.82989445,18.5940983,15.10398726,18.06773026,21.56610498,22.91031636,20.02441921,24.27591238,21.16806197,20.18857481,22.26307264,20.43206438,17.81252647,24.1292782,0,20.16791659,17.26920105,26.68343766,17.46625885,18.33212276,0,21.96328967,25.83135899,18.66805447,20.12694893,22.5224897,17.69803313,19.28709685,22.45438963,19.09734265,25.07209977,22.76502149,24.41220358,0,20.81636705,19.05756357,22.58964863,0,20.34789905,24.96109964,18.48093203,18.87535156,19.43154524,20.29442271,25.65108483,20.56742448,22.24662422,16.95395955,23.53431392,18.2066762,0,19.8829751,20.98647163,15.54913384,21.42497948,21.93807527,24.12451983,24.16818571,21.32812547,18.6250662,22.56295748,22.49795498,20.74847484,20.64930567,0,20.29377917,20.84401317,17.37434756,21.3021916,19.25922212,20.16705877,24.53250326,0,16.73025101,18.31216402,20.50627167,18.72647512,24.48638011,0,14.1155409,18.77077549,19.16040111,25.85362646,17.01430164,21.72060219,21.28608181,23.05677708,23.17835493,24.59483344,19.27516576,27.26807329,17.07161368,22.92242424,18.83682419,20.79224768,19.99146625,17.24522911,0,20.03058282,18.58177855,18.68880864,21.40284964,16.31188673,16.3133016,17.83153653,19.99069349,19.20090579,18.49865682,20.69955749,19.26291683,17.67502335,18.27983477,17.90121706,0,0,0,17.82076842,17.91484517,18.21577094,19.71807908,19.22820654,18.00999001,18.090552,0,17.77503427,17.0664992,21.7006328,21.80970292,17.60765299,22.82837236,16.17212226,19.00365914,21.89739866,22.15304767,20.23794103,21.49511804,18.24345405,15.10398726,18.32583574,20.32985209,18.97411276,15.21839251,19.47592856,20.97797398,19.82928317,18.08863193,18.82800544,0,18.1169766,20.35471317,18.13006972,16.23018838,19.14502218,18.87032855,19.54809001,21.04362656,19.70489392,19.43868831,20.5653206,20.85869332,18.6813677,19.75142504,20.05532049,20.16073769,20.00997815,20.13319723,16.20359006,22.04054928,15.56775754,26.55405594,27.11853595,27.89876609,22.71702678,18.84170944,17.65965821,18.91023522,20.13953068,20.67449833,23.80282988,21.53217941,20.85859006,17.34199652,21.06991749,16.54620863,19.5098423,20.83621953,9.640672557,22.35635605,21.6657178,20.66652794,21.15807772,21.62183314,19.47139432,19.67311337,21.96477489,20.15473686,17.56311474,19.75060054,17.94209095,18.27956006,17.84932085,17.63949045,19.24105025,19.38048889,18.90292846,19.48855486,19.49610478,21.93844676,19.11317677,19.36351237,20.67585638,18.67131416,19.98343965,17.06312437,19.32400379,22.24350801,17.97056358,19.49750259,19.00418698,19.22237027,21.22046664,24.74807051,24.74807051,19.11677098,18.68354904,20.15522461,22.6160439,19.66934043,21.05732192,21.78489376,21.40624705,0,0,23.17297635,19.65906544,20.9070052,18.07707211,20.96692033,0,19.70069709,0,19.99558366,19.25795823,19.52678775,17.22270152,18.31084936,20.77282757,20.47984356,19.96630764,15.9944693,0,19.47311995,17.73937731,24.81905586,0,0,0,0,0,18.84474943,17.26256749,0,21.3577828,19.99834043,18.38749877,17.01430164,14.33848945,0,22.35388458,20.23526485,0,0,0,17.98821595,19.27600131,20.3164163,19.98343965
TP4L13,3.046402808,21.69784105,17.82152323,19.54172969,21.64616421,20.30307555,20.33552595,16.0443807,18.37269801,20.64567003,19.18138586,15.72391164,19.27037813,15.24073401,0,20.3215769,24.20857135,19.20279229,19.4119579,19.65947196,18.07171394,17.87615905,22.89540978,23.66414935,19.53916429,24.13252421,22.49111549,20.85488276,22.84473898,19.87901667,17.63529945,23.12222411,0,21.2261354,17.46130017,26.85696145,17.74114212,17.65880598,0,21.32496694,25.83136844,16.35913418,19.60510328,26.08819705,17.169377,19.81480985,22.71731004,19.42699895,25.31328152,23.31799828,24.3230581,0,20.78933012,18.56831259,23.16593084,0,19.75045366,24.66265602,18.090534,18.63840111,17.516376,19.76480415,22.08464841,22.58159041,23.85136908,16.46715484,24.6707443,19.37769335,0,19.68555537,20.91276015,17.46043912,19.93566295,18.75522807,24.84470089,24.59373542,21.70495462,17.65421499,21.53837936,22.85415905,21.28650552,20.02033199,19.33963018,20.75319877,20.70543315,16.52106228,21.59861493,16.94530673,19.36343681,24.9385301,16.31951694,17.03379018,18.21891883,20.92649257,17.95706763,25.14222332,0,14.96476336,18.77603491,19.01702172,26.32914596,13.36514641,21.99231257,21.8590052,26.03095072,21.73205086,24.31342964,17.17861858,26.89223183,17.67044098,21.52003544,18.83762122,19.98375148,17.04266155,16.95109193,0,19.8453987,18.10216664,18.3557745,21.65660743,16.21886694,17.96930007,17.10994249,19.87264112,19.04640997,18.40348463,15.11325921,18.6176615,17.98139983,18.65385226,18.69683685,0,18.75988378,0,17.42630741,17.63120713,18.48664529,18.99974023,19.41393537,17.76263605,18.7123681,0,17.43957754,16.49437791,22.55062282,22.60110287,16.47103181,24.12663074,17.00456791,19.31481665,18.94191165,21.80547234,20.85036746,21.44076058,19.34380243,18.64967681,14.97215318,20.13412779,18.75033169,15.48496882,18.42642976,20.69327588,19.07713086,16.32127306,18.48269955,0,16.74165582,19.81480985,18.61055186,16.15487356,18.75337883,18.70075863,21.83760574,19.97262217,19.87037526,19.31583062,20.93884446,20.02046429,16.37252019,18.791384,18.38635459,19.37116402,20.07962203,20.19603584,15.68602808,21.03577042,17.84422929,26.89777971,27.42211963,28.02072847,21.65882904,18.86820973,17.54917666,19.70602054,19.30769898,19.91769938,23.32084223,20.82373147,21.28669647,17.9204298,21.81274416,0,20.45881962,18.1312485,18.47356594,21.8536192,20.82320607,0,22.39012854,22.3706347,20.70527915,18.3524997,20.12716811,19.57267251,17.01448713,17.99510464,18.21538444,16.91551132,16.97473259,18.05529635,19.56731711,17.7086503,17.10309041,18.98653218,18.1795058,21.44399489,18.4012754,18.42660735,19.42124802,18.34830446,15.45942649,16.87136371,18.15142514,20.065086,16.83980491,0,18.47900422,19.03195828,18.17081442,23.26359706,23.26359706,17.37159446,18.22718329,17.45834314,18.39026816,17.12979579,18.91103916,19.57252903,19.01639454,0,17.85713421,22.46842007,19.22738499,18.53853117,20.09530002,20.63111627,21.45354629,19.34119919,0,17.91908857,18.39365488,18.54354382,15.40542044,16.70018911,19.64713904,17.08641591,18.57024681,12.49538797,0,18.6834894,17.0536926,24.73373179,9.43829564,0,15.61842286,0,15.15705069,17.49252306,15.28958974,13.71935441,21.40769986,19.98461933,18.16356186,15.43817519,13.42426014,0,22.52823654,16.2328813,0,0,0,16.96098612,19.03300464,20.11471052,17.66090333
TP3L5,3.17767339,20.66736758,17.05914425,19.78809292,21.48909993,18.88740693,18.7827896,17.57150652,17.91809063,19.45046633,17.99060862,15.94031741,18.36045389,0,0,20.82054534,23.58621642,19.33848813,20.45726593,16.79393954,15.24048014,17.10771919,20.4680412,22.62453713,19.15877062,24.47951866,23.21739195,20.03808754,22.39201021,18.06466978,16.92380905,23.1428053,17.59942485,19.76983086,16.7757358,27.99132644,17.94193592,18.06342831,0,20.01824654,25.5967874,16.59458766,19.54547169,22.80989472,17.22262885,19.28281922,22.94754943,17.96752519,24.91572859,22.46275607,22.64587714,18.87284006,19.67717019,18.47688743,22.67534163,0,19.91371032,23.65587969,16.44148601,17.67735257,16.90598148,19.36536551,25.75225195,21.11444662,23.03229107,16.2070878,24.15078053,19.03503686,0,18.67127934,20.13226616,14.2896175,19.19354087,17.25471744,24.5259996,23.41126111,20.74194659,12.98483441,20.10147406,22.1596451,20.52241173,19.37280471,0,19.0152495,19.31491408,16.31518856,20.27826636,15.94361318,17.7671655,24.28931731,15.76385785,11.03821909,17.57785431,20.49650058,18.44850783,24.75272415,14.86729007,13.90092442,19.20315201,19.48016345,24.51001614,15.15774557,21.37045388,21.88528482,23.13944362,20.35409965,23.38975148,15.97472754,26.6272024,16.88588557,22.37989807,17.62723305,19.39217066,19.21108615,16.43317852,0,19.95328644,17.0162658,18.29868992,21.36011141,16.71809352,15.72179345,16.74801629,19.52006899,17.15182541,19.01599969,15.48417438,17.57921014,17.57597252,18.42798388,17.82324275,0,0,0,16.96191418,17.54286449,17.25960418,18.99989224,18.28188496,17.83887618,17.66760385,0,17.47749816,16.5266714,21.58011978,21.65731491,15.53817533,21.73788241,16.48689639,18.30357292,21.07698004,20.87093089,18.66138106,20.8525765,18.8447501,16.65793017,18.11048987,19.26563561,18.10842236,15.17675753,18.38780259,19.62032716,17.24136323,16.58024431,17.20444864,0,17.38547346,20.6348636,18.02916748,16.32475416,17.93037417,21.51110884,22.24111472,18.89499227,18.07524942,18.38575634,19.85864126,19.32848636,15.65941827,18.5088667,17.44765303,17.74035119,19.42970071,18.88761021,12.86199675,20.98419193,17.56200283,26.33307096,26.89792269,26.83238221,22.29529767,18.28286979,17.07170747,18.70176659,18.62286293,19.27105183,21.8797821,19.46178866,20.43471723,15.01127094,20.90038847,16.31865191,18.65066911,14.58042219,17.21566873,21.67226509,20.61195941,19.97589907,22.12070363,22.06973304,20.38726538,17.88921008,19.53729774,18.76206109,16.89792358,18.61627961,15.18573915,16.20723138,16.43265549,17.29755815,18.9046675,17.75967528,17.32806791,17.96070946,18.22432984,20.9074921,18.36515823,18.00010478,19.21490038,17.74178713,18.2580253,16.22283476,18.76274418,19.70459923,16.50726554,0,16.53198001,17.62876736,17.70844829,22.55397797,22.55397797,17.69290176,17.50784665,16.89072665,19.39158859,17.10817773,17.44001238,18.86118392,18.03326167,0,0,21.70637431,18.47570352,18.11253121,19.44016457,19.77334782,20.73588338,18.72973767,0,17.74413665,17.91878608,18.2754352,17.11397249,17.36148832,20.44625786,17.49737025,18.68874015,14.66211839,0,18.86185341,18.47121729,23.04872297,0,0,16.43118074,0,16.14569883,18.05779504,15.88743363,14.35116159,22.11057495,19.39639975,17.52956413,18.14674154,15.27079665,0,21.77735412,19.90820193,0,0,0,16.19631396,18.27436661,18.59475302,17.32684186
TP3L20,3.928944619,21.21822725,17.77427263,20.01945607,21.05868394,19.32750433,19.38157628,15.78825949,17.69862942,19.56049101,17.65097389,16.55401309,18.81942675,13.15530717,0,21.23695615,24.21099528,20.47775538,20.5854838,18.49745047,14.29800355,17.504468,20.00605423,23.81420245,19.9509506,24.61621539,24.41282406,20.39414855,22.76551211,17.55801468,17.41298907,22.81567918,0,19.6848171,17.03913762,27.14271974,17.54372424,17.60274162,0,20.45324855,25.43965525,17.68063698,19.45509439,23.02749345,17.59053222,19.06596827,22.18404553,19.0063238,24.08629007,22.57094967,22.15450276,18.59133345,19.93915905,18.70874552,22.68232998,0,20.30404794,23.5204603,17.39770271,18.19670076,18.19489206,19.09369165,25.76373786,17.99284946,22.91806537,16.64434134,24.25792028,19.0254402,0,18.57513913,20.32838566,15.48734897,19.25997339,16.90435921,24.9602177,23.34719499,20.89776274,11.7428468,20.19912237,22.21919487,20.65485247,20.29612103,18.54798841,18.98200527,19.68351371,16.21701505,20.94652588,16.84989027,18.00783225,24.13100282,16.28035079,15.15085015,17.07930769,21.32095112,17.81873028,24.09478056,14.37736586,18.18138475,19.20184123,19.93890125,24.00528352,14.26993628,21.85206557,22.30402123,23.72218768,19.58372952,23.2237652,17.96745321,26.50031894,17.39342714,21.39920733,18.20492603,19.27109138,18.09957897,16.87650748,0,20.71640961,16.55280049,18.00625047,22.04876874,16.46576821,16.24430808,16.78756807,20.16261139,18.33205483,19.66899769,15.38804572,17.04275924,19.780984,18.85037915,17.64622068,0,0,17.80786233,17.26307522,17.44345967,17.8580307,18.80053033,18.63376141,17.87861769,18.43697663,0,17.4664728,17.17589847,22.1027325,22.1572644,16.30053453,21.55582849,16.64204341,0,19.67833178,21.03669212,19.90349129,20.85302776,18.201119,16.54875531,16.24047827,19.65379994,17.57272812,15.41745292,18.42658699,17.37133111,18.43776411,0,16.51440939,0,17.73495804,20.31825041,17.97517863,16.81641914,18.3529933,21.37557761,22.81680212,18.71609804,18.90256649,18.73543787,19.9918249,19.79804833,15.71538324,17.7417208,17.63354111,18.26761368,19.97161783,19.34013177,10.81734729,20.3716305,15.43519276,25.51577282,26.08448289,24.99073605,22.11727615,19.25957574,14.93124933,18.77832728,19.09206252,19.3430245,22.28224048,19.11112653,20.44766238,17.00030699,20.07540724,16.08975095,19.41958642,17.46892787,18.63074006,21.7126635,20.92988513,20.21451079,21.91575103,21.90584034,20.25648459,18.36135961,19.78148192,19.21433568,16.66182103,17.16899523,17.50455698,16.28235954,16.49836183,16.74746025,19.37922461,18.01218108,17.48876017,18.27780137,18.81719231,21.28435764,18.94009725,18.39012339,19.31223824,18.29235629,18.87925482,15.93619803,18.03407282,20.02427864,16.16912691,18.50464313,18.64011428,18.91876029,18.64877091,22.62184347,22.62184347,0,17.40766402,17.41911447,19.75464701,16.74102364,15.69095388,20.03060072,17.41856147,0,18.25745123,22.44327651,18.33124509,18.60233405,20.42732852,19.81286672,20.85021865,19.31425363,0,18.53618863,19.75583324,18.99556326,17.89626278,18.05979278,21.2427872,18.04490499,19.70140869,14.75074269,0,19.65008691,18.7001851,22.52674863,13.88118956,0,17.43805729,0,17.49169389,19.17408125,15.23182977,15.40818649,22.38301546,21.78727207,20.25761541,16.98513792,17.54132548,0,22.21412907,21.46025136,0,0,0,17.24956111,18.99447136,20.97375432,17.51448024
TP2L2,3.939040128,21.15307698,17.08710209,20.6875088,21.29513497,19.41317575,19.70716532,16.00250893,17.02222196,19.27862506,18.77565584,16.35294868,18.84193278,14.73064769,0,20.74577396,25.89456269,19.55017941,21.09719179,19.48634067,14.93518749,17.22545326,21.24836755,24.2617839,18.84640082,22.0581794,24.74608818,21.27303096,23.56241849,17.8600289,17.1859602,23.26369634,0,21.48923762,17.58080799,25.92453558,19.61037389,18.33246036,0,20.53323649,25.85773337,16.74706345,19.59684672,22.48098145,17.76890417,19.8545038,22.80792364,19.05440648,25.07543392,23.12370717,22.78311662,19.5416718,19.85855782,19.62983294,21.44721563,0,0,24.92860406,17.12747969,18.53854135,19.28987366,19.67202622,25.38206242,23.57876785,24.32991434,16.49332199,24.44431433,21.89571072,0,19.01655908,21.22514388,17.28773146,21.7643795,17.75473656,24.96150564,23.65903966,20.93046816,18.74175146,22.69135635,22.36451801,20.15622484,20.90358302,19.01431237,18.65032992,20.61815892,16.32339315,21.35657225,18.52246554,18.14901027,23.53962083,13.63412794,16.17586921,0,21.06059477,17.52505134,24.65894868,11.68079018,16.68690217,21.35209216,20.97615689,26.1207557,16.89265147,21.54283113,22.03694421,23.24275864,21.41800964,24.56095405,17.60946734,26.60625081,17.27565913,26.1829846,17.53001656,18.71582107,18.84880166,20.15507401,0,21.59580166,17.93725077,17.49595134,21.9437712,15.88617996,16.81535953,16.6458653,20.21350849,17.11611169,17.46819445,17.35659892,17.77884224,17.33017881,18.46242638,18.63199582,0,17.43240111,0,17.41869674,16.75989854,18.23692871,18.29576552,17.59787442,17.57123524,18.04241886,0,17.58147849,17.14605602,21.98936671,22.08096884,16.7470294,23.17635429,15.03191956,17.26236759,19.19859739,20.71241545,18.75253983,21.68929061,20.37061004,16.84303441,16.66831661,18.41076874,18.93052934,16.90770654,18.87938282,19.12763507,16.95647155,17.70275559,16.73198331,0,18.27527896,19.8545038,17.82322723,16.59802246,18.23470437,17.56358355,25.04728919,18.47154143,21.12542152,18.18274835,19.34285813,19.63063214,17.07817085,17.99694496,18.42984922,19.18702106,19.88406838,19.19321995,0,20.90172101,17.78681686,26.6158584,27.16502517,27.14292724,22.22052131,18.92984657,17.48001578,19.26342391,18.96232227,19.9369218,22.20343804,19.10069607,20.72278707,17.25623117,21.2180907,16.20546717,20.35966334,15.16885922,19.2085511,20.09577509,19.98770072,19.63158154,21.76097003,21.71334424,18.94703679,17.17831036,18.6149243,17.98593125,16.50326711,17.22276621,18.57287943,16.82672153,16.85848485,17.65007171,20.02138431,17.04845831,16.47066148,18.6404466,18.32458408,22.78881894,18.33355549,17.84325642,19.0999074,18.21379311,18.32286186,18.17305708,18.16595367,20.08939882,16.84197521,0,18.65638255,19.36829283,18.01312018,22.24629548,22.24629548,0,18.05834991,17.49904756,19.79143162,17.99775448,19.7963751,20.0343981,18.60413672,0,0,23.05542817,18.76954669,19.57889367,19.74509544,20.17622494,21.28588761,20.23365877,0,19.12933493,19.49090269,19.07243304,17.39219501,17.81519838,20.78128474,17.45984749,18.22751791,14.72221347,0,19.51439114,18.89217354,23.1882248,16.96177821,0,18.18867273,0,16.35814915,18.58216389,15.82897688,17.29943058,22.69696767,22.1514851,20.27445286,16.89265147,17.63907542,0,22.66958573,22.35485933,0,17.81884328,0,16.7761117,19.18318992,18.28222723,17.23677644
TP3L6,4.043969342,20.09860713,16.45556005,19.19733112,21.17680625,18.33739535,18.61518706,16.37579594,17.71890728,17.72669669,17.38647041,0,18.11930925,8.634310866,0,18.36040385,23.07620274,17.83159094,19.08262373,17.61008353,13.59485531,17.10093961,19.34047471,22.88814581,18.9706901,24.10422789,22.48322846,20.0455043,21.89567769,18.142084,16.60290269,22.95782047,16.83095038,19.47742883,16.09633945,27.68601203,17.08579972,17.41270216,0,19.96763371,25.02919477,16.48690857,19.06002563,22.71490166,16.50057739,18.47837464,21.15243152,18.53835653,24.39317712,22.15955281,23.64435906,18.45735862,19.01762587,18.27551836,21.84837465,0,20.84641333,22.05088183,16.83052534,17.92542554,17.12888683,19.48255446,25.10765654,16.62533415,21.8530136,15.32977785,23.29926731,18.70959207,0,18.01440943,19.51038462,13.93476803,19.06922568,17.55384513,23.74450813,22.67817958,19.88556656,10.78979633,19.17580774,21.31185694,20.14956631,19.55771739,0,18.57210095,17.67261902,14.33656709,20.28638987,18.47843295,17.69681745,23.83687188,15.7735972,14.93154402,0,20.11584522,17.90878678,23.52580513,14.38520497,17.7753702,18.37979089,18.32404673,23.89725941,0,20.74184711,20.80150803,22.29045064,20.60289369,22.11298208,16.56451252,26.62260663,16.34870567,21.83141691,17.31344959,18.68033548,17.48445224,16.41903672,0,19.92810385,15.77663769,17.68586964,21.01298039,16.28906421,16.26930934,16.49079758,19.37952843,18.25769919,16.94874364,19.52571852,17.71622018,18.10582313,17.73225356,17.54694821,0,0,0,16.39450193,17.37838755,17.20089401,18.50782249,17.42682328,17.24308519,17.84549018,0,16.98263429,16.51548679,20.23677843,20.35258563,16.22927794,19.42619308,16.17399678,17.4173097,18.44945547,20.33849285,19.0018153,20.12956366,18.4494436,15.3541829,13.88703369,18.61314478,17.43172611,15.31894433,18.23638218,16.3736878,17.74123017,0,17.16157172,0,16.10465572,19.87927223,16.87889615,15.256111,17.68252882,17.82034943,20.82897827,18.74356783,18.08002462,17.53087904,18.14127396,18.68586441,16.32657055,18.51600847,17.55447169,17.79037504,19.4894174,18.36650465,0,20.73256412,15.83807116,25.79161226,26.35088902,25.64276527,22.04011376,17.61909638,16.47574947,18.16410546,18.29407196,19.04927072,21.52446372,18.49354239,19.06549563,16.53577656,20.50956211,16.06021282,18.67844101,16.96931998,17.87423073,20.88170694,19.89495769,19.18102627,20.84480612,20.83929522,19.17133309,17.11495371,18.9114668,18.48987512,16.3646228,16.45714037,17.43968171,15.929552,16.01645782,14.89122101,17.90135855,17.24586512,16.92255168,17.47170402,17.77955917,20.65565892,17.2222609,17.20781869,18.90535655,17.31819882,17.60847208,15.62315242,17.42034466,19.71824497,15.68226656,17.76005597,17.27873075,17.46653938,18.2671036,22.22273381,22.22273381,16.61159383,17.19019445,17.07089064,17.22407301,16.15337469,16.76485429,19.25844351,18.38975241,0,17.16495595,22.0286998,18.10734385,19.87979007,17.21378804,19.48542999,20.50073614,18.64052789,0,18.1786901,17.44431243,17.49877437,16.78148926,17.04717078,19.87949012,17.04468893,18.5073154,13.89849761,0,18.67248266,17.19097244,24.05002289,0,0,15.44266834,0,14.71315624,17.30098632,15.67941284,14.10851001,21.25102899,20.2244537,18.34691902,17.01574419,14.79440363,0,22.62146249,21.84362349,0,0,0,15.85723002,17.71452986,18.20638441,17.02264076
