ID_Trans,ID1,ID2,ID3,ID_cross,ID_OTU,Cultivar,Habitat,Timepiont,Treatment1,plot
SRR8743138_unmaped__quant,SRR8743138,SRX5535210,A0803169R01,RTX430_Root_TP09_Control_1,TP9R1,RTX430,Root,TP09,Control,1
SRR8743173_unmaped__quant,SRR8743173,SRX5535245,A0803169R14,BTX642_Root_TP09_Pre_flowering_drought_14,TP9R14,BTX642,Root,TP09,Pre_flowering_drought,14
SRR8743174_unmaped__quant,SRR8743174,SRX5535246,A0803169R06,BTX642_Root_TP09_Pre_flowering_drought_6,TP9R6,BTX642,Root,TP09,Pre_flowering_drought,6
SRR8743175_unmaped__quant,SRR8743175,SRX5535247,A0803169R17,BTX642_Root_TP09_Pre_flowering_drought_17,TP9R17,BTX642,Root,TP09,Pre_flowering_drought,17
SRR8743195_unmaped__quant,SRR8743195,SRX5535267,A0803169R04,BTX642_Root_TP09_Post_flowering_drought_4,TP9R4,BTX642,Root,TP09,Post_flowering_drought,4
SRR8743196_unmaped__quant,SRR8743196,SRX5535268,A0803169R21,BTX642_Root_TP09_Post_flowering_drought_21,TP9R21,BTX642,Root,TP09,Post_flowering_drought,21
SRR8743197_unmaped__quant,SRR8743197,SRX5535269,A0803169R15,BTX642_Root_TP09_Post_flowering_drought_15,TP9R15,BTX642,Root,TP09,Post_flowering_drought,15
SRR8743235_unmaped__quant,SRR8743235,SRX5535307,A0803169R19,BTX642_Root_TP09_Control_19,TP9R19,BTX642,Root,TP09,Control,19
SRR8743236_unmaped__quant,SRR8743236,SRX5535308,A0803169R02,BTX642_Root_TP09_Control_2,TP9R2,BTX642,Root,TP09,Control,2
SRR8743237_unmaped__quant,SRR8743237,SRX5535309,A0803169R11,BTX642_Root_TP09_Control_11,TP9R11,BTX642,Root,TP09,Control,11
SRR8742879_quant,SRR8742879,SRX5534951,A0810162L13,RTX430_Leaf_TP10_Pre_flowering_drought_13,TP10L13,RTX430,Leaf,TP10,Pre_flowering_drought,13
SRR8742880_quant,SRR8742880,SRX5534952,A0810162L05,RTX430_Leaf_TP10_Pre_flowering_drought_5,TP10L5,RTX430,Leaf,TP10,Pre_flowering_drought,5
SRR8742881_quant,SRR8742881,SRX5534953,A0810162L18,RTX430_Leaf_TP10_Pre_flowering_drought_18,TP10L18,RTX430,Leaf,TP10,Pre_flowering_drought,18
SRR8742900_quant,SRR8742900,SRX5534972,A0810162L03,RTX430_Leaf_TP10_Post_flowering_drought_3,TP10L3,RTX430,Leaf,TP10,Post_flowering_drought,3
SRR8742901_quant,SRR8742901,SRX5534973,A0810162L22,RTX430_Leaf_TP10_Post_flowering_drought_22,TP10L22,RTX430,Leaf,TP10,Post_flowering_drought,22
SRR8742902_quant,SRR8742902,SRX5534974,A0810162L16,RTX430_Leaf_TP10_Post_flowering_drought_16,TP10L16,RTX430,Leaf,TP10,Post_flowering_drought,16
SRR8742939_quant,SRR8742939,SRX5535011,A0810162L20,RTX430_Leaf_TP10_Control_20,TP10L20,RTX430,Leaf,TP10,Control,20
SRR8742940_quant,SRR8742940,SRX5535012,A0810162L12,RTX430_Leaf_TP10_Control_12,TP10L12,RTX430,Leaf,TP10,Control,12
SRR8742941_quant,SRR8742941,SRX5535013,A0810162L01,RTX430_Leaf_TP10_Control_1,TP10L1,RTX430,Leaf,TP10,Control,1
SRR8742977_quant,SRR8742977,SRX5535049,A0810162L14,BTX642_Leaf_TP10_Pre_flowering_drought_14,TP10L14,BTX642,Leaf,TP10,Pre_flowering_drought,14
SRR8742978_quant,SRR8742978,SRX5535050,A0810162L06,BTX642_Leaf_TP10_Pre_flowering_drought_6,TP10L6,BTX642,Leaf,TP10,Pre_flowering_drought,6
SRR8742979_quant,SRR8742979,SRX5535051,A0810162L17,BTX642_Leaf_TP10_Pre_flowering_drought_17,TP10L17,BTX642,Leaf,TP10,Pre_flowering_drought,17
SRR8743000_quant,SRR8743000,SRX5535072,A0810162L04,BTX642_Leaf_TP10_Post_flowering_drought_4,TP10L4,BTX642,Leaf,TP10,Post_flowering_drought,4
SRR8743001_quant,SRR8743001,SRX5535073,A0810162L21,BTX642_Leaf_TP10_Post_flowering_drought_21,TP10L21,BTX642,Leaf,TP10,Post_flowering_drought,21
SRR8743002_quant,SRR8743002,SRX5535074,A0810162L15,BTX642_Leaf_TP10_Post_flowering_drought_15,TP10L15,BTX642,Leaf,TP10,Post_flowering_drought,15
SRR8743039_quant,SRR8743039,SRX5535111,A0810162L19,BTX642_Leaf_TP10_Control_19,TP10L19,BTX642,Leaf,TP10,Control,19
SRR8743040_quant,SRR8743040,SRX5535112,A0810162L11,BTX642_Leaf_TP10_Control_11,TP10L11,BTX642,Leaf,TP10,Control,11
SRR8743041_quant,SRR8743041,SRX5535113,A0810162L02,BTX642_Leaf_TP10_Control_2,TP10L2,BTX642,Leaf,TP10,Control,2
SRR8743077_unmaped__quant,SRR8743077,SRX5535149,A0810162R13,RTX430_Root_TP10_Pre_flowering_drought_13,TP10R13,RTX430,Root,TP10,Pre_flowering_drought,13
SRR8743078_unmaped__quant,SRR8743078,SRX5535150,A0810162R05,RTX430_Root_TP10_Pre_flowering_drought_5,TP10R5,RTX430,Root,TP10,Pre_flowering_drought,5
SRR8743079_unmaped__quant,SRR8743079,SRX5535151,A0810162R18,RTX430_Root_TP10_Pre_flowering_drought_18,TP10R18,RTX430,Root,TP10,Pre_flowering_drought,18
SRR8743099_unmaped__quant,SRR8743099,SRX5535171,A0810162R03,RTX430_Root_TP10_Post_flowering_drought_3,TP10R3,RTX430,Root,TP10,Post_flowering_drought,3
SRR8743100_unmaped__quant,SRR8743100,SRX5535172,A0810162R22,RTX430_Root_TP10_Post_flowering_drought_22,TP10R22,RTX430,Root,TP10,Post_flowering_drought,22
SRR8743101_unmaped__quant,SRR8743101,SRX5535173,A0810162R16,RTX430_Root_TP10_Post_flowering_drought_16,#N/A,RTX430,Root,TP10,Post_flowering_drought,16
SRR8743139_unmaped__quant,SRR8743139,SRX5535211,A0810162R20,RTX430_Root_TP10_Control_20,TP10R20,RTX430,Root,TP10,Control,20
SRR8743140_unmaped__quant,SRR8743140,SRX5535212,A0810162R12,RTX430_Root_TP10_Control_12,TP10R12,RTX430,Root,TP10,Control,12
SRR8743141_unmaped__quant,SRR8743141,SRX5535213,A0810162R01,RTX430_Root_TP10_Control_1,TP10R1,RTX430,Root,TP10,Control,1
SRR8743176_unmaped__quant,SRR8743176,SRX5535248,A0810162R14,BTX642_Root_TP10_Pre_flowering_drought_14,TP10R14,BTX642,Root,TP10,Pre_flowering_drought,14
SRR8743177_unmaped__quant,SRR8743177,SRX5535249,A0810162R06,BTX642_Root_TP10_Pre_flowering_drought_6,TP10R6,BTX642,Root,TP10,Pre_flowering_drought,6
SRR8743178_unmaped__quant,SRR8743178,SRX5535250,A0810162R17,BTX642_Root_TP10_Pre_flowering_drought_17,TP10R17,BTX642,Root,TP10,Pre_flowering_drought,17
SRR8743198_unmaped__quant,SRR8743198,SRX5535270,A0810162R04,BTX642_Root_TP10_Post_flowering_drought_4,TP10R4,BTX642,Root,TP10,Post_flowering_drought,4
SRR8743199_unmaped__quant,SRR8743199,SRX5535271,A0810162R21,BTX642_Root_TP10_Post_flowering_drought_21,TP10R21,BTX642,Root,TP10,Post_flowering_drought,21
SRR8743200_unmaped__quant,SRR8743200,SRX5535272,A0810162R15,BTX642_Root_TP10_Post_flowering_drought_15,TP10R15,BTX642,Root,TP10,Post_flowering_drought,15
SRR8743238_unmaped__quant,SRR8743238,SRX5535310,A0810162R19,BTX642_Root_TP10_Control_19,TP10R19,BTX642,Root,TP10,Control,19
SRR8743239_unmaped__quant,SRR8743239,SRX5535311,A0810162R11,BTX642_Root_TP10_Control_11,TP10R11,BTX642,Root,TP10,Control,11
SRR8743240_unmaped__quant,SRR8743240,SRX5535312,A0810162R02,BTX642_Root_TP10_Control_2,TP10R2,BTX642,Root,TP10,Control,2
SRR8742882_quant,SRR8742882,SRX5534954,A0817163L13,RTX430_Leaf_TP11_Pre_flowering_drought_13,TP11L13,RTX430,Leaf,TP11,Pre_flowering_drought,13
SRR8742883_quant,SRR8742883,SRX5534955,A0817163L05,RTX430_Leaf_TP11_Pre_flowering_drought_5,TP11L5,RTX430,Leaf,TP11,Pre_flowering_drought,5
SRR8742884_quant,SRR8742884,SRX5534956,A0817163L18,RTX430_Leaf_TP11_Pre_flowering_drought_18,TP11L18,RTX430,Leaf,TP11,Pre_flowering_drought,18
SRR8742903_quant,SRR8742903,SRX5534975,A0817163L03,RTX430_Leaf_TP11_Post_flowering_drought_3,TP11L3,RTX430,Leaf,TP11,Post_flowering_drought,3
SRR8742904_quant,SRR8742904,SRX5534976,A0817163L22,RTX430_Leaf_TP11_Post_flowering_drought_22,TP11L22,RTX430,Leaf,TP11,Post_flowering_drought,22
SRR8742905_quant,SRR8742905,SRX5534977,A0817163L16,RTX430_Leaf_TP11_Post_flowering_drought_16,TP11L16,RTX430,Leaf,TP11,Post_flowering_drought,16
SRR8742942_quant,SRR8742942,SRX5535014,A0817163L20,RTX430_Leaf_TP11_Control_20,TP11L20,RTX430,Leaf,TP11,Control,20
SRR8742943_quant,SRR8742943,SRX5535015,A0817163L12,RTX430_Leaf_TP11_Control_12,TP11L12,RTX430,Leaf,TP11,Control,12
SRR8742944_quant,SRR8742944,SRX5535016,A0817163L01,RTX430_Leaf_TP11_Control_1,TP11L1,RTX430,Leaf,TP11,Control,1
SRR8742980_quant,SRR8742980,SRX5535052,A0817163L14,BTX642_Leaf_TP11_Pre_flowering_drought_14,TP11L14,BTX642,Leaf,TP11,Pre_flowering_drought,14
SRR8742981_quant,SRR8742981,SRX5535053,A0817163L06,BTX642_Leaf_TP11_Pre_flowering_drought_6,TP11L6,BTX642,Leaf,TP11,Pre_flowering_drought,6
SRR8742982_quant,SRR8742982,SRX5535054,A0817163L17,BTX642_Leaf_TP11_Pre_flowering_drought_17,TP11L17,BTX642,Leaf,TP11,Pre_flowering_drought,17
SRR8743003_quant,SRR8743003,SRX5535075,A0817163L04,BTX642_Leaf_TP11_Post_flowering_drought_4,TP11L4,BTX642,Leaf,TP11,Post_flowering_drought,4
SRR8743004_quant,SRR8743004,SRX5535076,A0817163L21,BTX642_Leaf_TP11_Post_flowering_drought_21,TP11L21,BTX642,Leaf,TP11,Post_flowering_drought,21
SRR8743005_quant,SRR8743005,SRX5535077,A0817163L15,BTX642_Leaf_TP11_Post_flowering_drought_15,TP11L15,BTX642,Leaf,TP11,Post_flowering_drought,15
SRR8743042_quant,SRR8743042,SRX5535114,A0817163L19,BTX642_Leaf_TP11_Control_19,TP11L19,BTX642,Leaf,TP11,Control,19
SRR8743043_quant,SRR8743043,SRX5535115,A0817163L11,BTX642_Leaf_TP11_Control_11,TP11L11,BTX642,Leaf,TP11,Control,11
SRR8743044_quant,SRR8743044,SRX5535116,A0817163L02,BTX642_Leaf_TP11_Control_2,TP11L2,BTX642,Leaf,TP11,Control,2
SRR8743080_unmaped__quant,SRR8743080,SRX5535152,A0817163R13,RTX430_Root_TP11_Pre_flowering_drought_13,TP11R13,RTX430,Root,TP11,Pre_flowering_drought,13
SRR8743081_unmaped__quant,SRR8743081,SRX5535153,A0817163R05,RTX430_Root_TP11_Pre_flowering_drought_5,TP11R5,RTX430,Root,TP11,Pre_flowering_drought,5
SRR8743082_unmaped__quant,SRR8743082,SRX5535154,A0817163R18,RTX430_Root_TP11_Pre_flowering_drought_18,TP11R18,RTX430,Root,TP11,Pre_flowering_drought,18
SRR8743102_unmaped__quant,SRR8743102,SRX5535174,A0817163R03,RTX430_Root_TP11_Post_flowering_drought_3,TP11R3,RTX430,Root,TP11,Post_flowering_drought,3
SRR8743103_unmaped__quant,SRR8743103,SRX5535175,A0817163R22,RTX430_Root_TP11_Post_flowering_drought_22,TP11R22,RTX430,Root,TP11,Post_flowering_drought,22
SRR8743104_unmaped__quant,SRR8743104,SRX5535176,A0817163R16,RTX430_Root_TP11_Post_flowering_drought_16,TP11R16,RTX430,Root,TP11,Post_flowering_drought,16
SRR8743142_unmaped__quant,SRR8743142,SRX5535214,A0817163R20,RTX430_Root_TP11_Control_20,TP11R20,RTX430,Root,TP11,Control,20
SRR8743143_unmaped__quant,SRR8743143,SRX5535215,A0817163R12,RTX430_Root_TP11_Control_12,TP11R12,RTX430,Root,TP11,Control,12
SRR8743144_unmaped__quant,SRR8743144,SRX5535216,A0817163R01,RTX430_Root_TP11_Control_1,TP11R1,RTX430,Root,TP11,Control,1
SRR8743179_unmaped__quant,SRR8743179,SRX5535251,A0817163R14,BTX642_Root_TP11_Pre_flowering_drought_14,TP11R14,BTX642,Root,TP11,Pre_flowering_drought,14
SRR8743180_unmaped__quant,SRR8743180,SRX5535252,A0817163R06,BTX642_Root_TP11_Pre_flowering_drought_6,TP11R6,BTX642,Root,TP11,Pre_flowering_drought,6
SRR8743181_unmaped__quant,SRR8743181,SRX5535253,A0817163R17,BTX642_Root_TP11_Pre_flowering_drought_17,TP11R17,BTX642,Root,TP11,Pre_flowering_drought,17
SRR8743201_unmaped__quant,SRR8743201,SRX5535273,A0817163R04,BTX642_Root_TP11_Post_flowering_drought_4,TP11R4,BTX642,Root,TP11,Post_flowering_drought,4
SRR8743202_unmaped__quant,SRR8743202,SRX5535274,A0817163R21,BTX642_Root_TP11_Post_flowering_drought_21,TP11R21,BTX642,Root,TP11,Post_flowering_drought,21
SRR8743203_unmaped__quant,SRR8743203,SRX5535275,A0817163R15,BTX642_Root_TP11_Post_flowering_drought_15,TP11R15,BTX642,Root,TP11,Post_flowering_drought,15
SRR8743241_unmaped__quant,SRR8743241,SRX5535313,A0817163R19,BTX642_Root_TP11_Control_19,TP11R19,BTX642,Root,TP11,Control,19
SRR8743242_unmaped__quant,SRR8743242,SRX5535314,A0817163R11,BTX642_Root_TP11_Control_11,TP11R11,BTX642,Root,TP11,Control,11
SRR8743243_unmaped__quant,SRR8743243,SRX5535315,A0817163R02,BTX642_Root_TP11_Control_2,TP11R2,BTX642,Root,TP11,Control,2
SRR8742885_quant,SRR8742885,SRX5534957,A0824164L18,RTX430_Leaf_TP12_Pre_flowering_drought_18,TP12L18,RTX430,Leaf,TP12,Pre_flowering_drought,18
SRR8742886_quant,SRR8742886,SRX5534958,A0824164L13,RTX430_Leaf_TP12_Pre_flowering_drought_13,TP12L13,RTX430,Leaf,TP12,Pre_flowering_drought,13
SRR8742887_quant,SRR8742887,SRX5534959,A0824164L05,RTX430_Leaf_TP12_Pre_flowering_drought_5,TP12L5,RTX430,Leaf,TP12,Pre_flowering_drought,5
SRR8742906_quant,SRR8742906,SRX5534978,A0824164L22,RTX430_Leaf_TP12_Post_flowering_drought_22,TP12L22,RTX430,Leaf,TP12,Post_flowering_drought,22
SRR8742946_quant,SRR8742946,SRX5535018,A0824164L01,RTX430_Leaf_TP12_Control_1,TP12L1,RTX430,Leaf,TP12,Control,1
SRR8742947_quant,SRR8742947,SRX5535019,A0824164L12,RTX430_Leaf_TP12_Control_12,TP12L12,RTX430,Leaf,TP12,Control,12
SRR8742983_quant,SRR8742983,SRX5535055,A0824164L06,BTX642_Leaf_TP12_Pre_flowering_drought_6,TP12L6,BTX642,Leaf,TP12,Pre_flowering_drought,6
SRR8742984_quant,SRR8742984,SRX5535056,A0824164L14,BTX642_Leaf_TP12_Pre_flowering_drought_14,TP12L14,BTX642,Leaf,TP12,Pre_flowering_drought,14
SRR8742985_quant,SRR8742985,SRX5535057,A0824164L17,BTX642_Leaf_TP12_Pre_flowering_drought_17,TP12L17,BTX642,Leaf,TP12,Pre_flowering_drought,17
SRR8743006_quant,SRR8743006,SRX5535078,A0824164L21,BTX642_Leaf_TP12_Post_flowering_drought_21,TP12L21,BTX642,Leaf,TP12,Post_flowering_drought,21
SRR8743045_quant,SRR8743045,SRX5535117,A0824164L11,BTX642_Leaf_TP12_Control_11,TP12L11,BTX642,Leaf,TP12,Control,11
SRR8743046_quant,SRR8743046,SRX5535118,A0824164L19,BTX642_Leaf_TP12_Control_19,TP12L19,BTX642,Leaf,TP12,Control,19
SRR8743047_quant,SRR8743047,SRX5535119,A0824164L02,BTX642_Leaf_TP12_Control_2,#N/A,BTX642,Leaf,TP12,Control,2
SRR8743083_unmaped__quant,SRR8743083,SRX5535155,A0824164R18,RTX430_Root_TP12_Pre_flowering_drought_18,TP12R18,RTX430,Root,TP12,Pre_flowering_drought,18
SRR8743085_unmaped__quant,SRR8743085,SRX5535157,A0824164R05,RTX430_Root_TP12_Pre_flowering_drought_5,TP12R5,RTX430,Root,TP12,Pre_flowering_drought,5
SRR8743105_unmaped__quant,SRR8743105,SRX5535177,A0824164R22,RTX430_Root_TP12_Post_flowering_drought_22,TP12R22,RTX430,Root,TP12,Post_flowering_drought,22
SRR8743146_unmaped__quant,SRR8743146,SRX5535218,A0824164R12,RTX430_Root_TP12_Control_12,TP12R12,RTX430,Root,TP12,Control,12
SRR8743182_unmaped__quant,SRR8743182,SRX5535254,A0824164R06,BTX642_Root_TP12_Pre_flowering_drought_6,TP12R6,BTX642,Root,TP12,Pre_flowering_drought,6
SRR8743183_unmaped__quant,SRR8743183,SRX5535255,A0824164R14,BTX642_Root_TP12_Pre_flowering_drought_14,TP12R14,BTX642,Root,TP12,Pre_flowering_drought,14
SRR8743184_unmaped__quant,SRR8743184,SRX5535256,A0824164R17,BTX642_Root_TP12_Pre_flowering_drought_17,TP12R17,BTX642,Root,TP12,Pre_flowering_drought,17
SRR8743204_unmaped__quant,SRR8743204,SRX5535276,A0824164R21,BTX642_Root_TP12_Post_flowering_drought_21,TP12R21,BTX642,Root,TP12,Post_flowering_drought,21
SRR8743244_unmaped__quant,SRR8743244,SRX5535316,A0824164R11,BTX642_Root_TP12_Control_11,TP12R11,BTX642,Root,TP12,Control,11
SRR8743245_unmaped__quant,SRR8743245,SRX5535317,A0824164R02,BTX642_Root_TP12_Control_2,TP12R2,BTX642,Root,TP12,Control,2
SRR8743246_unmaped__quant,SRR8743246,SRX5535318,A0824164R19,BTX642_Root_TP12_Control_19,TP12R19,BTX642,Root,TP12,Control,19
SRR8742945_quant,SRR8742945,SRX5535017,A0824164L20,RTX430_Leaf_TP12_Control_20,TP12L20,RTX430,Leaf,TP12,Control,20
SRR8743084_quant,SRR8743084,SRX5535156,A0824164R13,RTX430_Root_TP12_Pre_flowering_drought_13,TP12R13,RTX430,Root,TP12,Pre_flowering_drought,13
SRR8743145_quant,SRR8743145,SRX5535217,A0824164R20,RTX430_Root_TP12_Control_20,TP12R20,RTX430,Root,TP12,Control,20
SRR8742888_quant,SRR8742888,SRX5534960,A0831165L13,RTX430_Leaf_TP13_Pre_flowering_drought_13,TP13L13,RTX430,Leaf,TP13,Pre_flowering_drought,13
SRR8742889_quant,SRR8742889,SRX5534961,A0831165L18,RTX430_Leaf_TP13_Pre_flowering_drought_18,TP13L18,RTX430,Leaf,TP13,Pre_flowering_drought,18
SRR8742890_quant,SRR8742890,SRX5534962,A0831165L05,RTX430_Leaf_TP13_Pre_flowering_drought_5,TP13L5,RTX430,Leaf,TP13,Pre_flowering_drought,5
SRR8742907_quant,SRR8742907,SRX5534979,A0831165L16,RTX430_Leaf_TP13_Post_flowering_drought_16,TP13L16,RTX430,Leaf,TP13,Post_flowering_drought,16
SRR8742908_quant,SRR8742908,SRX5534980,A0831165L03,RTX430_Leaf_TP13_Post_flowering_drought_3,TP13L3,RTX430,Leaf,TP13,Post_flowering_drought,3
SRR8742909_quant,SRR8742909,SRX5534981,A0831165L22,RTX430_Leaf_TP13_Post_flowering_drought_22,TP13L22,RTX430,Leaf,TP13,Post_flowering_drought,22
SRR8742948_quant,SRR8742948,SRX5535020,A0831165L20,RTX430_Leaf_TP13_Control_20,TP13L20,RTX430,Leaf,TP13,Control,20
SRR8742949_quant,SRR8742949,SRX5535021,A0831165L01,RTX430_Leaf_TP13_Control_1,TP13L1,RTX430,Leaf,TP13,Control,1
SRR8742950_quant,SRR8742950,SRX5535022,A0831165L12,RTX430_Leaf_TP13_Control_12,TP13L12,RTX430,Leaf,TP13,Control,12
SRR8742986_quant,SRR8742986,SRX5535058,A0831165L14,BTX642_Leaf_TP13_Pre_flowering_drought_14,TP13L14,BTX642,Leaf,TP13,Pre_flowering_drought,14
SRR8742987_quant,SRR8742987,SRX5535059,A0831165L17,BTX642_Leaf_TP13_Pre_flowering_drought_17,TP13L17,BTX642,Leaf,TP13,Pre_flowering_drought,17
SRR8742988_quant,SRR8742988,SRX5535060,A0831165L06,BTX642_Leaf_TP13_Pre_flowering_drought_6,TP13L6,BTX642,Leaf,TP13,Pre_flowering_drought,6
SRR8743007_quant,SRR8743007,SRX5535079,A0831165L04,BTX642_Leaf_TP13_Post_flowering_drought_4,TP13L4,BTX642,Leaf,TP13,Post_flowering_drought,4
SRR8743008_quant,SRR8743008,SRX5535080,A0831165L15,BTX642_Leaf_TP13_Post_flowering_drought_15,TP13L15,BTX642,Leaf,TP13,Post_flowering_drought,15
SRR8743009_quant,SRR8743009,SRX5535081,A0831165L21,BTX642_Leaf_TP13_Post_flowering_drought_21,TP13L21,BTX642,Leaf,TP13,Post_flowering_drought,21
SRR8743048_quant,SRR8743048,SRX5535120,A0831165L19,BTX642_Leaf_TP13_Control_19,TP13L19,BTX642,Leaf,TP13,Control,19
SRR8743049_quant,SRR8743049,SRX5535121,A0831165L02,BTX642_Leaf_TP13_Control_2,TP13L2,BTX642,Leaf,TP13,Control,2
SRR8743050_quant,SRR8743050,SRX5535122,A0831165L11,BTX642_Leaf_TP13_Control_11,TP13L11,BTX642,Leaf,TP13,Control,11
SRR8743086_unmaped__quant,SRR8743086,SRX5535158,A0831165R13,RTX430_Root_TP13_Pre_flowering_drought_13,TP13R13,RTX430,Root,TP13,Pre_flowering_drought,13
SRR8743087_unmaped__quant,SRR8743087,SRX5535159,A0831165R05,RTX430_Root_TP13_Pre_flowering_drought_5,TP13R5,RTX430,Root,TP13,Pre_flowering_drought,5
SRR8743088_unmaped__quant,SRR8743088,SRX5535160,A0831165R18,RTX430_Root_TP13_Pre_flowering_drought_18,TP13R18,RTX430,Root,TP13,Pre_flowering_drought,18
SRR8743106_unmaped__quant,SRR8743106,SRX5535178,A0831165R03,RTX430_Root_TP13_Post_flowering_drought_3,TP13R3,RTX430,Root,TP13,Post_flowering_drought,3
SRR8743107_unmaped__quant,SRR8743107,SRX5535179,A0831165R16,RTX430_Root_TP13_Post_flowering_drought_16,TP13R16,RTX430,Root,TP13,Post_flowering_drought,16
SRR8743108_unmaped__quant,SRR8743108,SRX5535180,A0831165R22,RTX430_Root_TP13_Post_flowering_drought_22,TP13R22,RTX430,Root,TP13,Post_flowering_drought,22
SRR8743147_unmaped__quant,SRR8743147,SRX5535219,A0831165R20,RTX430_Root_TP13_Control_20,TP13R20,RTX430,Root,TP13,Control,20
SRR8743148_unmaped__quant,SRR8743148,SRX5535220,A0831165R01,RTX430_Root_TP13_Control_1,TP13R1,RTX430,Root,TP13,Control,1
SRR8743149_unmaped__quant,SRR8743149,SRX5535221,A0831165R12,RTX430_Root_TP13_Control_12,TP13R12,RTX430,Root,TP13,Control,12
SRR8743185_unmaped__quant,SRR8743185,SRX5535257,A0831165R14,BTX642_Root_TP13_Pre_flowering_drought_14,TP13R14,BTX642,Root,TP13,Pre_flowering_drought,14
SRR8743186_unmaped__quant,SRR8743186,SRX5535258,A0831165R17,BTX642_Root_TP13_Pre_flowering_drought_17,TP13R17,BTX642,Root,TP13,Pre_flowering_drought,17
SRR8743187_unmaped__quant,SRR8743187,SRX5535259,A0831165R06,BTX642_Root_TP13_Pre_flowering_drought_6,TP13R6,BTX642,Root,TP13,Pre_flowering_drought,6
SRR8743205_unmaped__quant,SRR8743205,SRX5535277,A0831165R04,BTX642_Root_TP13_Post_flowering_drought_4,TP13R4,BTX642,Root,TP13,Post_flowering_drought,4
SRR8743206_unmaped__quant,SRR8743206,SRX5535278,A0831165R15,BTX642_Root_TP13_Post_flowering_drought_15,TP13R15,BTX642,Root,TP13,Post_flowering_drought,15
SRR8743207_unmaped__quant,SRR8743207,SRX5535279,A0831165R21,BTX642_Root_TP13_Post_flowering_drought_21,TP13R21,BTX642,Root,TP13,Post_flowering_drought,21
SRR8743247_unmaped__quant,SRR8743247,SRX5535319,A0831165R19,BTX642_Root_TP13_Control_19,TP13R19,BTX642,Root,TP13,Control,19
SRR8743248_unmaped__quant,SRR8743248,SRX5535320,A0831165R02,BTX642_Root_TP13_Control_2,TP13R2,BTX642,Root,TP13,Control,2
SRR8743249_unmaped__quant,SRR8743249,SRX5535321,A0831165R11,BTX642_Root_TP13_Control_11,TP13R11,BTX642,Root,TP13,Control,11
SRR8742891_quant,SRR8742891,SRX5534963,A0907166L05,RTX430_Leaf_TP14_Pre_flowering_drought_5,TP14L5,RTX430,Leaf,TP14,Pre_flowering_drought,5
SRR8742910_quant,SRR8742910,SRX5534982,A0907166L22,RTX430_Leaf_TP14_Post_flowering_drought_22,TP14L22,RTX430,Leaf,TP14,Post_flowering_drought,22
SRR8742951_quant,SRR8742951,SRX5535023,A0907166L12,RTX430_Leaf_TP14_Control_12,TP14L12,RTX430,Leaf,TP14,Control,12
SRR8742989_quant,SRR8742989,SRX5535061,A0907166L06,BTX642_Leaf_TP14_Pre_flowering_drought_6,TP14L6,BTX642,Leaf,TP14,Pre_flowering_drought,6
SRR8743010_quant,SRR8743010,SRX5535082,A0907166L21,BTX642_Leaf_TP14_Post_flowering_drought_21,TP14L21,BTX642,Leaf,TP14,Post_flowering_drought,21
SRR8743051_quant,SRR8743051,SRX5535123,A0907166L11,BTX642_Leaf_TP14_Control_11,TP14L11,BTX642,Leaf,TP14,Control,11
SRR8743089_unmaped__quant,SRR8743089,SRX5535161,A0907166R05,RTX430_Root_TP14_Pre_flowering_drought_5,TP14R5,RTX430,Root,TP14,Pre_flowering_drought,5
SRR8743109_unmaped__quant,SRR8743109,SRX5535181,A0907166R22,RTX430_Root_TP14_Post_flowering_drought_22,TP14R22,RTX430,Root,TP14,Post_flowering_drought,22
SRR8743150_unmaped__quant,SRR8743150,SRX5535222,A0907166R12,RTX430_Root_TP14_Control_12,TP14R12,RTX430,Root,TP14,Control,12
SRR8743188_unmaped__quant,SRR8743188,SRX5535260,A0907166R06,BTX642_Root_TP14_Pre_flowering_drought_6,TP14R6,BTX642,Root,TP14,Pre_flowering_drought,6
SRR8743208_unmaped__quant,SRR8743208,SRX5535280,A0907166R21,BTX642_Root_TP14_Post_flowering_drought_21,TP14R21,BTX642,Root,TP14,Post_flowering_drought,21
SRR8743250_unmaped__quant,SRR8743250,SRX5535322,A0907166R11,BTX642_Root_TP14_Control_11,TP14R11,BTX642,Root,TP14,Control,11
SRR8742892_quant,SRR8742892,SRX5534964,A0914167L05,RTX430_Leaf_TP15_Pre_flowering_drought_5,TP15L5,RTX430,Leaf,TP15,Pre_flowering_drought,5
SRR8742911_quant,SRR8742911,SRX5534983,A0914167L03,RTX430_Leaf_TP15_Post_flowering_drought_3,TP15L3,RTX430,Leaf,TP15,Post_flowering_drought,3
SRR8742912_quant,SRR8742912,SRX5534984,A0914167L16,RTX430_Leaf_TP15_Post_flowering_drought_16,TP15L16,RTX430,Leaf,TP15,Post_flowering_drought,16
SRR8742913_quant,SRR8742913,SRX5534985,A0914167L22,RTX430_Leaf_TP15_Post_flowering_drought_22,TP15L22,RTX430,Leaf,TP15,Post_flowering_drought,22
SRR8742952_quant,SRR8742952,SRX5535024,A0914167L20,RTX430_Leaf_TP15_Control_20,TP15L20,RTX430,Leaf,TP15,Control,20
SRR8742953_quant,SRR8742953,SRX5535025,A0914167L12,RTX430_Leaf_TP15_Control_12,TP15L12,RTX430,Leaf,TP15,Control,12
