"","ID_OTU","Fungi_percent","ID.x","size_content","ID.y","GC_content","ID1","ID2","ID3","ID_cross","Cultivar","Habitat","Timepiont","Treatment1","plot"
"116","TP9L17",26.32844761,"TP9L17",2426.02566806712,"SRR8742976_quant",47.1984043507398,"SRR8742976","SRX5535048","A0803169L17","BTX642_Leaf_TP09_Pre_flowering_drought_17","BTX642","Leaf",9,"Pre_flowering_drought",17
"117","TP10L14",46.70169294,"TP10L14",2705.21026506532,"SRR8742977_quant",46.6255820816175,"SRR8742977","SRX5535049","A0810162L14","BTX642_Leaf_TP10_Pre_flowering_drought_14","BTX642","Leaf",10,"Pre_flowering_drought",14
"118","TP10L6",39.51850868,"TP10L6",2645.38576217008,"SRR8742978_quant",47.0595315705473,"SRR8742978","SRX5535050","A0810162L06","BTX642_Leaf_TP10_Pre_flowering_drought_6","BTX642","Leaf",10,"Pre_flowering_drought",6
"119","TP10L17",32.64640748,"TP10L17",2549.07149511126,"SRR8742979_quant",46.3681783899835,"SRR8742979","SRX5535051","A0810162L17","BTX642_Leaf_TP10_Pre_flowering_drought_17","BTX642","Leaf",10,"Pre_flowering_drought",17
"120","TP11L14",38.84054178,"TP11L14",2626.70882802085,"SRR8742980_quant",46.8580719012034,"SRR8742980","SRX5535052","A0817163L14","BTX642_Leaf_TP11_Pre_flowering_drought_14","BTX642","Leaf",11,"Pre_flowering_drought",14
"121","TP11L6",48.19885684,"TP11L6",2591.71687046379,"SRR8742981_quant",48.2466529525746,"SRR8742981","SRX5535053","A0817163L06","BTX642_Leaf_TP11_Pre_flowering_drought_6","BTX642","Leaf",11,"Pre_flowering_drought",6
"122","TP11L17",43.8568298,"TP11L17",2501.86890909289,"SRR8742982_quant",46.012658332916,"SRR8742982","SRX5535054","A0817163L17","BTX642_Leaf_TP11_Pre_flowering_drought_17","BTX642","Leaf",11,"Pre_flowering_drought",17
"123","TP12L6",82.15695782,"TP12L6",2435.29615952355,"SRR8742983_quant",48.5282079616668,"SRR8742983","SRX5535055","A0824164L06","BTX642_Leaf_TP12_Pre_flowering_drought_6","BTX642","Leaf",12,"Pre_flowering_drought",6
"124","TP12L14",82.90450769,"TP12L14",2326.33455657196,"SRR8742984_quant",47.7931330715152,"SRR8742984","SRX5535056","A0824164L14","BTX642_Leaf_TP12_Pre_flowering_drought_14","BTX642","Leaf",12,"Pre_flowering_drought",14
"125","TP12L17",72.02461065,"TP12L17",2599.48411316274,"SRR8742985_quant",47.3008551175009,"SRR8742985","SRX5535057","A0824164L17","BTX642_Leaf_TP12_Pre_flowering_drought_17","BTX642","Leaf",12,"Pre_flowering_drought",17
"126","TP13L14",97.35356693,"TP13L14",1850.36630947639,"SRR8742986_quant",49.4305563354796,"SRR8742986","SRX5535058","A0831165L14","BTX642_Leaf_TP13_Pre_flowering_drought_14","BTX642","Leaf",13,"Pre_flowering_drought",14
"127","TP13L17",92.61073421,"TP13L17",2098.9128005973,"SRR8742987_quant",49.0104404508183,"SRR8742987","SRX5535059","A0831165L17","BTX642_Leaf_TP13_Pre_flowering_drought_17","BTX642","Leaf",13,"Pre_flowering_drought",17
"128","TP13L6",89.01295692,"TP13L6",1834.7543819283,"SRR8742988_quant",50.5411698953399,"SRR8742988","SRX5535060","A0831165L06","BTX642_Leaf_TP13_Pre_flowering_drought_6","BTX642","Leaf",13,"Pre_flowering_drought",6
"129","TP14L6",91.17588776,"TP14L6",1846.42153932653,"SRR8742989_quant",50.2433749512249,"SRR8742989","SRX5535061","A0907166L06","BTX642_Leaf_TP14_Pre_flowering_drought_6","BTX642","Leaf",14,"Pre_flowering_drought",6
"130","TP15L6",82.95599675,"TP15L6",1439.78672683772,"SRR8742990_quant",51.5367440080198,"SRR8742990","SRX5535062","A0914167L06","BTX642_Leaf_TP15_Pre_flowering_drought_6","BTX642","Leaf",15,"Pre_flowering_drought",6
"131","TP15L14",94.87036001,"TP15L14",1092.59192711178,"SRR8742991_quant",49.0048239011364,"SRR8742991","SRX5535063","A0914167L14","BTX642_Leaf_TP15_Pre_flowering_drought_14","BTX642","Leaf",15,"Pre_flowering_drought",14
"132","TP15L17",95.29409662,"TP15L17",1822.70716228983,"SRR8742992_quant",49.9588590931494,"SRR8742992","SRX5535064","A0914167L17","BTX642_Leaf_TP15_Pre_flowering_drought_17","BTX642","Leaf",15,"Pre_flowering_drought",17
"133","TP16L6",87.12488298,"TP16L6",1441.80100722977,"SRR8742993_quant",52.1020693992123,"SRR8742993","SRX5535065","A0921168L06","BTX642_Leaf_TP16_Pre_flowering_drought_6","BTX642","Leaf",16,"Pre_flowering_drought",6
"134","TP17L6",87.60532342,"TP17L6",1605.61445844971,"SRR8742994_quant",51.3181790374059,"SRR8742994","SRX5535066","A0928169L06","BTX642_Leaf_TP17_Pre_flowering_drought_6","BTX642","Leaf",17,"Pre_flowering_drought",6
"135","TP17L14",98.07654588,"TP17L14",1451.21308122543,"SRR8742995_quant",51.2269374974943,"SRR8742995","SRX5535067","A0928169L14","BTX642_Leaf_TP17_Pre_flowering_drought_14","BTX642","Leaf",17,"Pre_flowering_drought",14
"136","TP17L17",98.03271282,"TP17L17",1387.02996364068,"SRR8742996_quant",52.7680915694228,"SRR8742996","SRX5535068","A0928169L17","BTX642_Leaf_TP17_Pre_flowering_drought_17","BTX642","Leaf",17,"Pre_flowering_drought",17
"137","TP9L4",46.91141261,"TP9L4",2306.17989201451,"SRR8742997_quant",48.0126898380552,"SRR8742997","SRX5535069","A0803169L04","BTX642_Leaf_TP09_Post_flowering_drought_4","BTX642","Leaf",9,"Post_flowering_drought",4
"138","TP9L21",47.34874027,"TP9L21",2617.40992984891,"SRR8742998_quant",47.5904186033222,"SRR8742998","SRX5535070","A0803169L21","BTX642_Leaf_TP09_Post_flowering_drought_21","BTX642","Leaf",9,"Post_flowering_drought",21
"139","TP9L15",76.77070713,"TP9L15",2325.9112439915,"SRR8742999_quant",47.3599818303591,"SRR8742999","SRX5535071","A0803169L15","BTX642_Leaf_TP09_Post_flowering_drought_15","BTX642","Leaf",9,"Post_flowering_drought",15
"140","TP10L4",77.11520535,"TP10L4",2035.89783671285,"SRR8743000_quant",46.5053925942056,"SRR8743000","SRX5535072","A0810162L04","BTX642_Leaf_TP10_Post_flowering_drought_4","BTX642","Leaf",10,"Post_flowering_drought",4
"141","TP10L21",77.77297536,"TP10L21",2075.83846260135,"SRR8743001_quant",49.3621531326011,"SRR8743001","SRX5535073","A0810162L21","BTX642_Leaf_TP10_Post_flowering_drought_21","BTX642","Leaf",10,"Post_flowering_drought",21
"142","TP10L15",75.99687081,"TP10L15",2117.83008628083,"SRR8743002_quant",48.347918272428,"SRR8743002","SRX5535074","A0810162L15","BTX642_Leaf_TP10_Post_flowering_drought_15","BTX642","Leaf",10,"Post_flowering_drought",15
"143","TP11L4",72.40543547,"TP11L4",1824.33295125135,"SRR8743003_quant",50.8146306095473,"SRR8743003","SRX5535075","A0817163L04","BTX642_Leaf_TP11_Post_flowering_drought_4","BTX642","Leaf",11,"Post_flowering_drought",4
"144","TP11L21",77.98000189,"TP11L21",1842.30862472365,"SRR8743004_quant",50.5955820043976,"SRR8743004","SRX5535076","A0817163L21","BTX642_Leaf_TP11_Post_flowering_drought_21","BTX642","Leaf",11,"Post_flowering_drought",21
"145","TP11L15",82.6847579,"TP11L15",1779.07418978631,"SRR8743005_quant",50.4465193997467,"SRR8743005","SRX5535077","A0817163L15","BTX642_Leaf_TP11_Post_flowering_drought_15","BTX642","Leaf",11,"Post_flowering_drought",15
"146","TP12L21",92.83971105,"TP12L21",1536.83718168603,"SRR8743006_quant",51.6886291244351,"SRR8743006","SRX5535078","A0824164L21","BTX642_Leaf_TP12_Post_flowering_drought_21","BTX642","Leaf",12,"Post_flowering_drought",21
"147","TP13L4",94.99250948,"TP13L4",1524.05958069263,"SRR8743007_quant",51.7454266138096,"SRR8743007","SRX5535079","A0831165L04","BTX642_Leaf_TP13_Post_flowering_drought_4","BTX642","Leaf",13,"Post_flowering_drought",4
"148","TP13L15",91.77650107,"TP13L15",1527.13359330106,"SRR8743008_quant",51.9983869318673,"SRR8743008","SRX5535080","A0831165L15","BTX642_Leaf_TP13_Post_flowering_drought_15","BTX642","Leaf",13,"Post_flowering_drought",15
"149","TP13L21",95.45690201,"TP13L21",1461.28745331786,"SRR8743009_quant",52.1768877791999,"SRR8743009","SRX5535081","A0831165L21","BTX642_Leaf_TP13_Post_flowering_drought_21","BTX642","Leaf",13,"Post_flowering_drought",21
"150","TP14L21",96.96119294,"TP14L21",1485.2149673083,"SRR8743010_quant",52.2259518244189,"SRR8743010","SRX5535082","A0907166L21","BTX642_Leaf_TP14_Post_flowering_drought_21","BTX642","Leaf",14,"Post_flowering_drought",21
"151","TP15L4",92.92358348,"TP15L4",1411.00277363838,"SRR8743011_quant",52.2669730228205,"SRR8743011","SRX5535083","A0914167L04","BTX642_Leaf_TP15_Post_flowering_drought_4","BTX642","Leaf",15,"Post_flowering_drought",4
"152","TP15L15",95.01303009,"TP15L15",1273.9767712621,"SRR8743012_quant",53.3625894396064,"SRR8743012","SRX5535084","A0914167L15","BTX642_Leaf_TP15_Post_flowering_drought_15","BTX642","Leaf",15,"Post_flowering_drought",15
"153","TP15L21",91.38099714,"TP15L21",1360.25703908804,"SRR8743013_quant",52.9234483724002,"SRR8743013","SRX5535085","A0914167L21","BTX642_Leaf_TP15_Post_flowering_drought_21","BTX642","Leaf",15,"Post_flowering_drought",21
"154","TP16L21",91.20284597,"TP16L21",1342.91539762879,"SRR8743014_quant",53.2230582535989,"SRR8743014","SRX5535086","A0921168L21","BTX642_Leaf_TP16_Post_flowering_drought_21","BTX642","Leaf",16,"Post_flowering_drought",21
"155","TP17L4",92.36975565,"TP17L4",1265.33419644167,"SRR8743015_quant",53.6398239635433,"SRR8743015","SRX5535087","A0928169L04","BTX642_Leaf_TP17_Post_flowering_drought_4","BTX642","Leaf",17,"Post_flowering_drought",4
"156","TP17L15",95.461513,"TP17L15",1172.88296652539,"SRR8743016_quant",53.8881833530653,"SRR8743016","SRX5535088","A0928169L15","BTX642_Leaf_TP17_Post_flowering_drought_15","BTX642","Leaf",17,"Post_flowering_drought",15
"157","TP17L21",93.92259491,"TP17L21",1424.52659063341,"SRR8743017_quant",52.8654971387388,"SRR8743017","SRX5535089","A0928169L21","BTX642_Leaf_TP17_Post_flowering_drought_21","BTX642","Leaf",17,"Post_flowering_drought",21
"158","TP2L11",5.538361297,"TP2L11",2299.79362968367,"SRR8743018_quant",46.4323919886761,"SRR8743018","SRX5535090","A0615163L11","BTX642_Leaf_TP02_Control_11","BTX642","Leaf",2,"Control",11
"159","TP2L19",24.30378456,"TP2L19",2455.25690806121,"SRR8743019_quant",46.0509662978933,"SRR8743019","SRX5535091","A0615163L19","BTX642_Leaf_TP02_Control_19","BTX642","Leaf",2,"Control",19
"160","TP2L2",3.939040128,"TP2L2",2412.61600672973,"SRR8743020_quant",46.5498634845211,"SRR8743020","SRX5535092","A0615163L02","BTX642_Leaf_TP02_Control_2","BTX642","Leaf",2,"Control",2
"161","TP3L11",8.151894242,"TP3L11",2485.32277343048,"SRR8743021_quant",46.4571951089184,"SRR8743021","SRX5535093","A0622162L11","BTX642_Leaf_TP03_Control_11","BTX642","Leaf",3,"Control",11
"162","TP3L19",10.52430366,"TP3L19",2558.39272821348,"SRR8743022_quant",46.4182212774469,"SRR8743022","SRX5535094","A0622162L19","BTX642_Leaf_TP03_Control_19","BTX642","Leaf",3,"Control",19
"163","TP3L2",15.36938248,"TP3L2",2041.55369214853,"SRR8743023_quant",46.112698342321,"SRR8743023","SRX5535095","A0622162L02","BTX642_Leaf_TP03_Control_2","BTX642","Leaf",3,"Control",2
"164","TP4L19",8.012766266,"TP4L19",2647.91510746371,"SRR8743024_quant",46.4823743442626,"SRR8743024","SRX5535096","A0629164L19","BTX642_Leaf_TP04_Control_19","BTX642","Leaf",4,"Control",19
"165","TP4L2",9.136325487,"TP4L2",2743.92375666471,"SRR8743025_quant",45.489414734988,"SRR8743025","SRX5535097","A0629164L02","BTX642_Leaf_TP04_Control_2","BTX642","Leaf",4,"Control",2
"166","TP5L11",9.290540541,"TP5L11",2504.28516487884,"SRR8743026_quant",46.1864499728594,"SRR8743026","SRX5535098","A0706165L11","BTX642_Leaf_TP05_Control_11","BTX642","Leaf",5,"Control",11
"167","TP5L2",4.670674955,"TP5L2",2586.44085245762,"SRR8743027_quant",45.8625760143788,"SRR8743027","SRX5535099","A0706165L02","BTX642_Leaf_TP05_Control_2","BTX642","Leaf",5,"Control",2
"168","TP5L19",9.254487582,"TP5L19",2796.48644810478,"SRR8743028_quant",45.7528745516969,"SRR8743028","SRX5535100","A0706165L19","BTX642_Leaf_TP05_Control_19","BTX642","Leaf",5,"Control",19
"169","TP6L11",8.693927736,"TP6L11",2578.84914260781,"SRR8743029_quant",46.0704577826209,"SRR8743029","SRX5535101","A0713166L11","BTX642_Leaf_TP06_Control_11","BTX642","Leaf",6,"Control",11
"170","TP6L19",5.452347794,"TP6L19",2516.32770043192,"SRR8743030_quant",46.330245414886,"SRR8743030","SRX5535102","A0713166L19","BTX642_Leaf_TP06_Control_19","BTX642","Leaf",6,"Control",19
"171","TP6L2",4.884437596,"TP6L2",2648.99653397409,"SRR8743031_quant",46.2530124360625,"SRR8743031","SRX5535103","A0713166L02","BTX642_Leaf_TP06_Control_2","BTX642","Leaf",6,"Control",2
"172","TP7L11",14.6478376,"TP7L11",2670.84073101357,"SRR8743032_quant",45.3979987638199,"SRR8743032","SRX5535104","A0720167L11","BTX642_Leaf_TP07_Control_11","BTX642","Leaf",7,"Control",11
"173","TP8L19",24.4951788,"TP8L19",2662.01386340231,"SRR8743033_quant",46.6139439194518,"SRR8743033","SRX5535105","A0727168L19","BTX642_Leaf_TP08_Control_19","BTX642","Leaf",8,"Control",19
"174","TP8L11",21.94583036,"TP8L11",2639.75779836014,"SRR8743034_quant",47.2862401923999,"SRR8743034","SRX5535106","A0727168L11","BTX642_Leaf_TP08_Control_11","BTX642","Leaf",8,"Control",11
"175","TP8L2",38.84139033,"TP8L2",2603.32541847987,"SRR8743035_quant",46.2972634008702,"SRR8743035","SRX5535107","A0727168L02","BTX642_Leaf_TP08_Control_2","BTX642","Leaf",8,"Control",2
"176","TP9L19",72.02831367,"TP9L19",2355.45841358885,"SRR8743036_quant",48.1425218879219,"SRR8743036","SRX5535108","A0803169L19","BTX642_Leaf_TP09_Control_19","BTX642","Leaf",9,"Control",19
"177","TP9L11",87.49127878,"TP9L11",2204.87667345751,"SRR8743037_quant",48.4353229266334,"SRR8743037","SRX5535109","A0803169L11","BTX642_Leaf_TP09_Control_11","BTX642","Leaf",9,"Control",11
"178","TP9L2",52.06658567,"TP9L2",840.483324905549,"SRR8743038_quant",47.2664568391067,"SRR8743038","SRX5535110","A0803169L02","BTX642_Leaf_TP09_Control_2","BTX642","Leaf",9,"Control",2
"179","TP10L19",71.94745601,"TP10L19",2085.3893787869,"SRR8743039_quant",49.0059123727612,"SRR8743039","SRX5535111","A0810162L19","BTX642_Leaf_TP10_Control_19","BTX642","Leaf",10,"Control",19
"180","TP10L11",86.01161216,"TP10L11",2001.51714783146,"SRR8743040_quant",49.3150878743823,"SRR8743040","SRX5535112","A0810162L11","BTX642_Leaf_TP10_Control_11","BTX642","Leaf",10,"Control",11
"181","TP10L2",67.80114203,"TP10L2",2375.75748985816,"SRR8743041_quant",47.276813241991,"SRR8743041","SRX5535113","A0810162L02","BTX642_Leaf_TP10_Control_2","BTX642","Leaf",10,"Control",2
"182","TP11L19",79.89964204,"TP11L19",1881.09852316645,"SRR8743042_quant",50.5245245630192,"SRR8743042","SRX5535114","A0817163L19","BTX642_Leaf_TP11_Control_19","BTX642","Leaf",11,"Control",19
"183","TP11L11",86.50096368,"TP11L11",2084.76817150699,"SRR8743043_quant",49.7505832832131,"SRR8743043","SRX5535115","A0817163L11","BTX642_Leaf_TP11_Control_11","BTX642","Leaf",11,"Control",11
"184","TP11L2",99.78523624,"TP11L2",2071.8453255926,"SRR8743044_quant",49.130249847823,"SRR8743044","SRX5535116","A0817163L02","BTX642_Leaf_TP11_Control_2","BTX642","Leaf",11,"Control",2
"185","TP12L11",98.17866162,"TP12L11",1663.62273294385,"SRR8743045_quant",51.3087208913392,"SRR8743045","SRX5535117","A0824164L11","BTX642_Leaf_TP12_Control_11","BTX642","Leaf",12,"Control",11
"186","TP12L19",97.78843331,"TP12L19",1712.54265370613,"SRR8743046_quant",51.4348937498094,"SRR8743046","SRX5535118","A0824164L19","BTX642_Leaf_TP12_Control_19","BTX642","Leaf",12,"Control",19
"187","TP13L19",97.04204252,"TP13L19",1552.75997882804,"SRR8743048_quant",51.3575685726128,"SRR8743048","SRX5535120","A0831165L19","BTX642_Leaf_TP13_Control_19","BTX642","Leaf",13,"Control",19
"188","TP13L2",96.53661856,"TP13L2",1357.94094398508,"SRR8743049_quant",52.3344974545454,"SRR8743049","SRX5535121","A0831165L02","BTX642_Leaf_TP13_Control_2","BTX642","Leaf",13,"Control",2
"189","TP13L11",97.92907567,"TP13L11",1527.99726837285,"SRR8743050_quant",51.8055360439197,"SRR8743050","SRX5535122","A0831165L11","BTX642_Leaf_TP13_Control_11","BTX642","Leaf",13,"Control",11
"190","TP14L11",98.36787428,"TP14L11",1307.82288748419,"SRR8743051_quant",52.7920055122985,"SRR8743051","SRX5535123","A0907166L11","BTX642_Leaf_TP14_Control_11","BTX642","Leaf",14,"Control",11
"191","TP15L19",96.76078482,"TP15L19",1447.98209113406,"SRR8743052_quant",51.4669086988383,"SRR8743052","SRX5535124","A0914167L19","BTX642_Leaf_TP15_Control_19","BTX642","Leaf",15,"Control",19
"192","TP15L2",93.83733563,"TP15L2",1072.01555156484,"SRR8743053_quant",54.2132116405094,"SRR8743053","SRX5535125","A0914167L02","BTX642_Leaf_TP15_Control_2","BTX642","Leaf",15,"Control",2
"193","TP15L11",97.22995697,"TP15L11",1153.41400980972,"SRR8743054_quant",52.6496943452093,"SRR8743054","SRX5535126","A0914167L11","BTX642_Leaf_TP15_Control_11","BTX642","Leaf",15,"Control",11
"194","TP17L2",96.88651204,"TP17L2",1292.02866898701,"SRR8743055_quant",53.3330648061658,"SRR8743055","SRX5535127","A0928169L02","BTX642_Leaf_TP17_Control_2","BTX642","Leaf",17,"Control",2
"195","TP17L11",97.82235376,"TP17L11",1319.4213179974,"SRR8743056_quant",52.9884055612643,"SRR8743056","SRX5535128","A0928169L11","BTX642_Leaf_TP17_Control_11","BTX642","Leaf",17,"Control",11
"196","TP17L19",96.61684579,"TP17L19",1356.95576459724,"SRR8743057_quant",52.9017899500263,"SRR8743057","SRX5535129","A0928169L19","BTX642_Leaf_TP17_Control_19","BTX642","Leaf",17,"Control",19
