,Fungi_percent,AA13,AA9,CBM1,CBM18,CBM20,CBM42,CBM48,CE10,GH1,GH105,GH12,GH13,GH15,GH16,GH17,GH18,GH19,GH20,GH26,GH28,GH29,GH3,GH31,GH32,GH37,GH38,GH43,GH47,GH5,GH51,GH54,GH6,GH66,GH7,GH74,GH76,GH88,GH9,GH95,GT15,GT2,GT20,GT22,GT24,GT34,GT5,GT59,GT77,PL4
TP4L12,2.333448994,31.7939,1600.2,1600.2,75.67289,93.6283,0,0,0,0,0,0,100.181,0,0,2.60565,80.64143,75.67289,7.78801,0,0,0,11.67949,31.9657,1.7635,5.72731,0,0,0,44.95371,27.77647,0,12.4776,0,0,0,0,0,44.95371,7.74372,0,0,0,0,6.13388,0,0,12.9202,0,0
TP4L20,13.84947905,27.3019,1930.92,1930.92,77.85545,64.22681,0,0,0,0,0,0,101.84161,0,0,0,80.74503,77.85545,7.64307,0,0,0,8.12584,51.6695,0,4.09844,0,0,0,49.97795,36.787033,0,9.52419,0,0,0,0,0,49.97795,3.32482,0,0,0,0,5.10353,0,0,3.0597,4.65221,0
TP4L1,4.522554867,11.7376,0,0,22.68016,72.41139,0,0,0,0,0,0,93.03179,0,0,0,38.582,22.68016,3.28588,0,0,0,8.10966,75.0393,0,7.04795,0,0,0,79.8737,89.18744,0,10.2365,0,0,0,0,0,79.8737,0,0,0,0,0,4.38973,0,0,3.7548,0,0
TP5L1,3.690223435,17.4045,0,0,49.21726,75.39538,0,0,0,0,0,0,89.17818,0,0,0,63.381442,49.21726,10.5567,0,0,0,42.12142,74.74056,0,19.17872,0,0,0,111.29249,61.90387,0,6.07149,0,0,0,0,0,111.29249,0,0,0,0,0,2.57779,0,0,9.43025,1.31809,0
TP5L12,10.02666159,27.6023,787.62157,787.62157,70.48381,61.678562,0,0,0,0,0,0,125.621762,0,0,1.77621,148.16027,70.48381,9.553861,0,0,0,6.402095,24.613152,0.560004,6.82803,0,0,0,15.90114,110.48351,0,3.48066,0,0,0,0,0,15.90114,9.29568,0,0,0,0,13.6759,42.00909,0,3.91637,1.71526,0
TP5L20,16.88259109,0,0,0,42.51103,84.20301,0,0,0,0,0,0,204.92701,0,0,0,50.76065,42.51103,9.80737,0,0,0,12.88964,69.14469,0,13.06536,0,0,0,59.54374,64.646445,0,13.4433,0,11.6125,0,0,0,59.54374,3.41306,0,0,0,0,16.0684,0,0,8.77391,0,0
TP6L12,13.30830474,16.275,1583.91,1583.91,63.25666,66.72371,0,0,0,0,0,0,127.84411,0,0,0,73.77785,63.25666,5.69517,0,0,0,18.18996,36.61721,1.81221,12.2424,0,0,0,8.67202,65.0253,0,2.83875,0,0,0,0,0,8.67202,3.96395,0,0,0,0,2.77847,0,0,0,7.39532,0
TP6L20,15.39692172,152.967,0,0,80.09141,201.4927,0,0,0,22.4459,0,0,122.3228,0,0,0,118.47741,80.09141,3.56854,0,0,0,38.03611,40.87014,0,6.64954,0,0,0,19.16217,33.30305,0,11.8582,0,0,0,0,0,19.16217,4.13962,0,0,0,0,0,0,0,9.5633,0,0
TP6L1,7.717756906,30.5733,1337,1337,46.04553,91.87696,0,0,0,0,0,0,163.84966,0,0,0,53.98467,46.04553,5.70592,0,0,0,3.64688,44.30615,8.24806,9.791,0,0,0,17.24557,65.23271,0,3.55514,0,0,0,0,0,17.24557,4.96429,0,0,0,0,0,0,0,16.1853,0,0
TP7L12,18.10344828,7.01228,0,0,58.87389,45.88826,0,0,0,0,0,0,150.03198,0,0,3.66471,137.43252,58.87389,4.90765,0,0,0,20.12934,53.00671,0,46.61093,0,0,0,15.57066,46.85157,0,8.56175,0,0,0,0,0,15.57066,0,0,0,0,0,42.77632,0,0,0,1.59318,0
TP8L20,30.76238835,42.92,3759.32,3759.32,153.8305,113.3781,0,0,2.0039,0,0,0,159.1992,0,0,2.6829,167.90073,153.8305,3.60459,0,0,0,26.73213,55.73595,3.82328,1.974067,0,0,0,25.08241,32.42643,0,14.9725,0,0,0,0,0,25.08241,0,0,0,0,0,10.1573,0,0,0,0,0
TP8L12,22.46940148,6.68999,3385.88983,3385.88983,125.49091,66.23419,0,0,0,0,0,0,99.229143,0,0,14.96012,163.7118,125.49091,5.61851,0,0,0,26.60816,59.947713,17.06035,57.736715,0,0,0,37.3173,18.6038,0,30.30613,0,0,0,4.27173,0,37.3173,3.25882,0,0,0,0,8.61012,0,0,8.36499,0,0
TP8L1,20.61092908,121.868,1.87351,1.87351,198.57824,184.07831,0,0,0,0,0,0,132.76301,0,0,17.45996,236.06733,198.57824,5.68609,0,0,0,21.14641,89.32451,7.50657,31.70031,0,0,0,25.75841,41.54406,0,18.4225,0,0,0,0,0,25.75841,19.7881,0,10.6956,0,0,8.87323,0,0,7.11112,1.84588,0
TP9L12,63.64998777,21.3868,12.68443,12.68443,193.80821,89.4343,4.38704,0,0,9.41473,0,5.94317,126.716583,3.13493,0,198.16453,281.891317,193.80821,5.89275,0,0,0,79.56327,136.957932,56.41264,36.64865,2.6887,6.82219,0,70.573642,19.575211,4.38704,41.034,0,0,0,12.48077,0,70.573642,6.94529,0,9.38494,0,0,10.52684,0,5.343199,4.20436,0,0
TP9L20,46.94466931,54.85654,3.90886,3.90886,196.85762,146.88992,0,0,0,0,0,2.30208,193.48851,0,0,122.20069,247.006319,196.85762,2.62819,0,0,0,28.00154,134.031804,66.68522,47.25758,5.8378,0,0,31.02394,27.50445,0,12.0085,0,0,0,14.70426,0,31.02394,3.04878,0,8.23943,0,0,2.98772,0,19.892015,1.88262,1.42199,0
TP9L1,47.88604879,58.8173,0,0,119.65827,119.74676,0,0,1.2149,7.76762,0,0,125.860443,0,0,53.91747,195.92553,119.65827,5.76299,0,0,0.903212,68.07283,129.324326,50.91936,111.35062,0,0,0,12.4997,34.505127,0,4.10365,0,0,0,1.89088,0,12.4997,2.86511,0,7.74304,0,2.09666,16.8165,0,0,8.30798,1.33632,0
TP10L20,90.44287468,105.75525,1365.723371,1365.723371,79.69811,137.20662,1.7026,0,2.31026,0.747438,14.81343,1.21335,149.760795,19.50397,0,269.482567,148.240379,79.69811,3.051682,0,6.19547,2.38039,115.639239,422.021143,186.383277,70.511729,14.543782,61.05244,0.709381,34.717035,77.754259,1.7026,7.48002,0,1.45834,0,44.79202,0,23.146455,8.03452,0,0,0,13.47647,14.24356,0,35.738871,9.48383,2.24844,7.45814
TP10L12,89.14550335,163.18653,100.63395,100.63395,88.87262,221.73193,15.71016,0,6.41555,3.20575,29.87411,10.22606,231.94516,0,0,285.37512,118.68823,88.87262,14.00337,0,0,3.04044,157.666147,461.72557,212.87076,69.254166,8.94373,143.76373,0,48.59005,148.32198,15.71016,17.19232,0,2.78418,0,67.46786,0,21.98957,0,0,0,0,0,6.55106,0,22.69782,6.48212,0,0
TP10L1,78.8660257,59.9501,2135.85812,2135.85812,29.98409,87.7525,0,0,1.18597,106.158,0,0,76.0726,10.93363,0,89.6591,214.03444,29.98409,2.41105,0,0,1.0358,60.87343,178.882615,88.95918,147.13081,2.1655,3.01965,0,22.72107,47.829007,0,5.00743,0,0,0,14.537594,0,21.6239,2.79689,0,41.2741,0,0,33.68889,0,1.24924,2.122128,0,0
TP11L20,93.2095607,162.685301,1631.144885,1631.144885,45.00446,176.473391,10.13837,0,11.59596,9.789111,21.860486,19.589461,175.203157,30.0729,0,378.79526,77.002678,45.00446,19.019828,1.31086,0.784811,10.64241,175.95361,380.35857,185.71726,87.08919,19.569696,65.22499,3.006791,72.178039,111.401323,10.13837,14.270342,0,20.52811,0,49.69496,0,37.377559,4.75642,0,0,0,22.961276,14.13848,0,21.261167,6.476819,0,9.7323
TP11L12,94.62422635,199.155453,1560.946169,1560.946169,54.92516,212.774363,0,0,9.14004,7.952229,18.78509,10.89125,186.05514,13.93763,0,318.66764,103.905269,54.92516,18.743019,0,1.36508,6.07598,138.793616,396.948139,202.46004,93.630522,17.260753,60.78377,0.592038,53.298688,151.843582,0,7.2999,0,10.349274,0,63.369854,0,25.656838,0,0,0,0.7035,30.53694,9.317809,0,27.631613,3.454056,0.625504,13.547027
TP11L1,99.78086194,104.70888,1600.805963,1600.805963,61.62382,129.28196,6.09587,1.48938,17.49665,6.000625,8.92895,36.3199,185.08674,16.101206,0,280.281,129.545558,61.62382,13.678177,0,0,9.39539,173.727504,410.925566,162.46728,82.52764,14.643969,34.02631,4.35742,61.91184,136.539046,6.09587,16.31758,0,38.285939,0,82.20474,0,49.91914,1.66553,0,4.50114,0,6.37465,14.299339,0,13.871827,12.459761,2.33047,6.07847
TP12L20,98.75509766,89.080502,101.798348,101.798348,90.72782,119.524982,6.755125,0,25.11312,22.903011,11.75343,13.203815,220.125876,9.41973,0,170.342587,270.363732,90.72782,22.770254,1.70736,3.913626,7.963088,194.490011,385.116214,143.333602,108.797283,14.707658,26.63562,2.61801,44.430143,139.376755,6.755125,11.406968,3.7222,22.072211,0,84.18207,1.47771,26.665673,5.400384,0,0,0.405776,7.590613,25.534338,15.8028,27.248698,7.744927,2.15496,3.82776
TP12L1,95.32183403,121.05649,3200.934218,3200.934218,21.79395,136.387863,3.209362,0,8.115571,20.55784,11.304971,42.52935,207.703373,12.774714,0,241.593741,86.977011,21.79395,21.883772,1.59557,0.75753,21.849655,296.900327,555.632028,185.079355,88.272859,12.209192,25.415459,3.387839,73.055493,106.163498,3.209362,30.344725,0,86.998644,0,112.373556,0,58.436688,3.832443,0,0,1.56159,7.336366,28.324372,0,44.419591,7.915249,1.04134,11.379224
TP12L12,96.85984604,120.94051,1665.454151,1665.454151,14.402222,134.031907,3.525034,0,25.11679,24.772931,9.531688,21.79998,220.030942,9.02178,0,338.856444,76.653248,14.402222,14.101644,1.110113,0.93407,6.70297,228.375204,583.416542,196.591782,138.296055,28.276048,22.012151,0.202555,55.818176,97.321484,3.525034,42.13062,0,40.516309,0,125.75476,0,39.454006,2.85351,0,0,1.92552,2.17844,26.269814,0,46.965585,7.28319,0,13.392075
TP13L20,98.55584209,108.45048,1401.797377,1401.797377,22.281219,127.01075,11.139427,0,18.182297,46.337213,15.047488,34.45705,221.509852,13.59132,0,312.975462,105.657635,22.281219,25.31353,0.717439,2.04372,14.07838,269.163049,491.144371,140.201888,140.410369,6.540915,28.51209,1.55114,73.144615,88.845404,11.139427,35.140487,2.26211,61.746703,0,122.60465,1.7936,39.120225,7.864888,0,0,2.63311,8.079939,10.714798,0,21.7514,13.397236,0,5.49576
TP13L1,99.13083847,54.27798,192.712605,192.712605,12.353259,67.41345,2.186028,0,19.05083,30.82083,11.47465,15.46846,207.05969,12.584451,0,259.239593,97.230725,12.353259,36.969915,1.84747,0,16.65041,243.384025,434.477182,183.3814,136.668285,15.42094,19.559043,4.817665,56.273907,104.141143,2.186028,27.551198,0,38.17392,0,101.950253,6.92802,35.391557,7.78987,0,0,3.39025,13.453879,18.321345,0,15.208085,4.49242,0,3.688684
TP13L12,96.34108163,75.68603,1673.305984,1673.305984,31.48397,94.65328,4.45119,0,24.59637,38.53139,19.40986,34.118006,226.599717,25.83159,0,337.7925,130.353367,31.48397,29.90268,1.747798,6.80705,22.30837,337.607715,534.988197,149.171796,151.012106,15.342142,19.131569,2.60619,94.145338,111.05803,4.45119,60.645004,0,115.407192,0,111.052625,1.62268,68.992485,9.77723,0,0,0.952878,6.64191,18.623504,0,28.259622,13.913832,0,7.053973
TP14L12,98.40424655,41.19761,385.471708,385.471708,15.667712,59.42722,3.467716,0,24.36177,38.31124,28.899659,31.06218,195.827764,16.748518,0,355.13585,119.641915,15.667712,38.634187,1.619896,4.09928,9.38191,409.746397,387.001612,173.09635,151.539316,14.92859,22.55773,2.50734,72.920252,87.570329,3.467716,47.05221,1.65924,85.461174,0,143.64539,1.31559,47.846555,18.993923,0,0,2.31764,8.87544,16.153967,0,52.003133,20.515652,0,8.339068
TP15L20,97.1650109,23.4018,386.890347,386.890347,8.334558,26.356,13.596571,0,23.94185,43.50016,10.318449,71.743818,147.521058,33.23378,0,433.716943,208.654318,8.334558,51.383887,2.64713,1.20946,4.324719,306.139921,218.196158,143.472705,121.889994,8.440146,17.987818,1.819491,101.530001,27.581141,13.596571,82.468991,2.6774,169.065665,0,144.08187,5.30718,53.155934,25.521736,0,0,1.55825,19.0413,27.493076,0,32.98922,6.672466,0.554196,3.172685
TP15L12,96.23548842,30.933602,227.234741,227.234741,9.783585,47.591514,4.46217,0,24.98904,33.290777,13.778286,32.785975,149.559438,28.423943,0,404.395057,158.328932,9.783585,45.717091,2.4558,0,5.180368,206.481697,198.432147,148.732356,123.190073,12.383635,14.170875,0.902669,84.44659,18.492736,4.46217,55.155536,1.62297,75.884291,0,99.884832,6.43417,53.092451,24.137904,0,0,2.26698,13.91684,27.727454,0,26.663987,13.438315,1.6797,6.230409
TP16L12,96.04813549,40.841692,1172.068421,1172.068421,9.536967,44.53327,2.102196,0,22.149351,27.362703,21.870855,42.242516,139.312773,15.13829,0,478.430617,152.729178,9.536967,29.703066,2.701355,5.40854,3.684592,252.634083,217.27436,102.435773,80.75121,9.60635,11.797654,1.866975,54.927426,22.341711,2.102196,101.608396,0,211.345516,0,162.566364,6.56085,38.232336,17.464625,0,0,2.64872,6.856145,22.960926,0,47.06662,4.059385,0.214097,9.069284
TP17L1,95.21606119,65.29258,1411.8146,1411.8146,20.368134,79.648375,4.4956,67.3597,18.82868,93.5763,27.174181,99.76713,213.978278,27.31268,0,327.99831,176.001995,20.368134,59.329241,1.26413,5.33056,19.024245,596.381756,404.769487,182.152002,130.758531,22.82483,26.726167,5.019465,129.882235,262.696289,4.4956,219.0635,0,503.27533,0,127.299679,2.28099,114.885701,14.40822,0,0,3.34863,6.759903,19.775459,0,33.059869,17.772033,0,11.017997
TP17L20,98.77844868,43.13575,1736.384123,1736.384123,16.412928,53.63769,9.408697,0,26.21134,59.33836,16.280967,91.60267,120.707116,6.349157,0,334.466122,154.571186,16.412928,51.511404,2.79403,1.5673,15.217675,455.39364,386.62888,165.242367,212.555309,26.575845,22.454555,3.57431,125.274382,148.221658,9.408697,206.46276,0,463.588875,0,150.393665,2.75097,110.374785,9.195845,0,2.08064,2.01929,1.824715,17.138511,0,35.817266,17.941714,0.718167,10.944429
TP17L12,98.47721592,27.594622,1331.645915,1331.645915,14.497344,36.182622,5.29609,0,20.12271,53.31453,12.677215,54.16056,141.995807,18.339777,0,310.640499,129.983937,14.497344,38.034143,1.69378,4.605982,10.920444,354.824494,445.830359,152.160917,174.840348,25.19711,24.61444,5.222794,83.941623,75.574055,5.29609,220.10686,0,288.883134,0,168.112722,2.84588,60.237069,21.36729,0,0,3.89939,5.572737,21.172879,0,43.188978,16.674762,0.495296,10.76589
TP3L6,4.043969342,190.682,0,0,62.71123,300.2327,0,0,0,0,0,0,239.7167,0,0,0,102.93458,62.71123,7.62581,0,0,0,17.76462,82.29883,10.7006,7.23624,0,0,0,50.12127,67.97188,0,17.4216,0,0,0,0,0,50.12127,26.5385,0,0,0,0,7.30459,0,0,4.07039,4.12596,0
TP3L14,16.07072948,181.315,1829.45,1829.45,18.70766,252.4611,0,0,0,0,0,0,163.618,0,0,0,45.32567,18.70766,2.53792,0,0,0,16.87201,63.59868,0,9.79855,0,0,0,61.57378,70.498479,0,9.48768,0,0,0,0,0,61.57378,17.6644,0,0,0,0,1.00E-06,0,0,8.28769,2.05972,0
TP3L17,6.719256797,212.908,0,0,41.97518,308.0893,0,0,0,0,0,0,162.2605,0,0,0,53.61671,41.97518,9.93379,0,0,0,1.68839,73.9144,0,1.21755,0,0,0,18.05519,32.91523,0,0,0,0,0,0,0,18.05519,19.7546,0,0,0,0,26.6013,0,0,15.2123,0,0
TP4L6,32.29236222,142.326,1570.52,1570.52,66.82356,262.518,0,0,0,0,0,0,208.9001,0,0,0,87.10669,66.82356,5.19699,0,0,0,39.81138,57.40515,0,10.404,0,0,0,47.27929,71.71821,0,9.71412,0,0,0,0,0,47.27929,24.1147,0,0,0,0,5.73044,0,0,6.18994,4.21776,0
TP4L14,9.513803972,172.745,0,0,65.96502,278.99955,0,0,0,0,0,0,178.94125,0,0,4.27852,105.08525,65.96502,5.09046,0,0,0,10.5987,81.0863,0,9.82676,0,0,0,25.83727,63.31198,0,6.34333,0,0,0,0,0,25.83727,35.4306,0,0,0,0,20.1132,0,0,14.7787,0,0
TP4L17,4.799258361,201.395,2225.17,2225.17,69.2123,325.3196,0,0,0,0,0,0,172.7826,0,0,0,93.72242,69.2123,1.12759,0,0,0,16.26116,59.37216,7.49712,7.73952,0,0,0,41.52573,63.36042,0,7.0256,0,0,0,0,0,41.52573,19.6207,0,0,0,0,12.4334,0,0,8.05822,7.32105,0
TP5L6,10.15024422,111.155,0,0,80.68968,210.49913,0,0,0,0,0,0,163.41633,0,0,0,105.19971,80.68968,11.3155,0,0,0,1.12009,79.0595,0,6.06769,0,0,0,23.92394,46.57578,0,5.28767,0,0,0,0,0,23.92394,14.7671,0,0,0,0,0.685848,0,0,8.84456,0,0
TP5L14,11.15253447,43.0546,5883.19,5883.19,45.47458,131.1484,0,0,0,0,0,0,122.8538,0,0,11.21,52.21903,45.47458,8.60927,0,0,0,5.92258,79.404247,0,14.0627,0,0,0,25.52531,56.49528,0,2.14564,0,0,0,0,0,25.52531,2.99611,0,0,0,0,10.7078,0,0,7.57388,1.39742,0
TP5L17,10.34105815,121.62153,0,0,150.23738,216.50572,0,0,0,0,0,0,151.12879,0,0,0,233.05361,150.23738,7.51515,0,0,0,9.24692,102.8239,0,10.33008,0,0,0,54.37478,50.11519,0,20.6025,0,0,0,0,0,54.37478,15.6921,0,0,0,0,0,0,0,0,9.75861,0
TP6L6,15.71409697,147.793,1542.85,1542.85,67.68734,246.62272,0,0,0,0,0,0,144.36652,0,0,5.48798,91.51984,67.68734,10.952,0,0,0,14.22231,78.1519,0,16.23341,0,0,0,8.89392,29.480444,0,4.54916,0,0,0,0,0,8.89392,21.1744,0,0,0,0,4.94302,0,0,11.3216,1.9752,0
TP6L14,6.215437339,103.885,1753.65,1753.65,68.61053,205.01455,0,0,0,0,0,0,149.59535,0,0,0,101.70395,68.61053,5.59272,0,0,0,19.39296,76.87373,0,14.3951,0,0,0,24.94465,66.45571,0,9.75689,0,0,0,0,0,24.94465,15.5705,0,0,0,0,3.1396,0,0,15.9871,3.63114,0
TP6L17,2.981191624,218.656,2.2919,2.2919,100.295,338.39158,0,0,0,0,0,0,166.31488,0,0,3.25815,195.77486,100.295,15.303,0,0,0,6.55368,122.80328,0,10.7423,0,3.26072,0,56.07094,56.78637,0,20.803,0,0,0,0,0,56.07094,29.0487,0,0,0,0,16.3625,0,0,14.9129,0,0
TP7L6,7.352477122,75.9755,0,0,42.17296,182.8157,0,0,0,0,0,0,176.6564,0,0,3.84639,82.00916,42.17296,20.0874,0,0,0,24.20574,85.3952,2.15975,13.1792,0,0,0,23.28363,71.95338,0,11.7795,0,0,0,0,0,23.28363,12.3364,0,0,0,0,0,0,0,7.56844,5.75383,0
TP8L14,31.28335358,381.967,0,0,138.59981,495.45556,0,0,4.05373,0,0,2.98923,159.44916,0,0,17.49615,427.5773,138.59981,9.88489,0,0,0,63.54971,147.60964,0,3.820938,2.75087,0,0,69.38809,56.27445,0,38.2734,0,0,0,0,0,69.38809,31.6704,0,0,0,0,12.2582,0,0,12.1941,3.69286,0
TP8L6,13.94525656,368.233,3017.41,3017.41,98.48164,434.1548,0,0,0,66.7473,0,0,102.60897,0,0,25.68309,409.89591,98.48164,3.783777,0,0,0,30.224897,140.61726,0,57.20504,0,0,0,51.75337,46.41506,0,13.8532,0,0,0,0,0,51.75337,31.6542,0,14.3358,0,0,31.43166,0,0,6.31963,3.28086,0
TP8L17,14.44266315,165.961,0,0,70.15422,243.6511,0,0,0,0,0,0,101.7701,0,0,9.4627,137.04148,70.15422,12.2264,0,0,0,39.77595,141.11604,10.30514,18.27993,0,0,0,47.13633,75.83746,0,12.1884,0,0,0,2.31592,0,47.13633,8.50979,0,0,0,0,9.86615,0,0,10.9218,3.96906,0
TP9L14,37.16015602,211.993,2814.91,2814.91,143.0751,295.14387,0,0,0,0,0,0,180.55447,0,0,4.61627,240.09418,143.0751,2.47278,0,0,0,10.01583,68.7785,0,11.16721,0,0,0,94.4047,100.0701,0,24.6511,0,0,0,2.52373,0,92.7168,21.5138,0,0,0,0,0,0,0,12.1491,0,0
TP9L6,10.92130518,182.284,0,0,153.9061,302.5124,0,0,0,0,0,0,229.9894,0,0,4.03545,392.68665,153.9061,5.37155,0,0,0,32.91019,205.39058,2.16201,18.4345,0,0,0,189.2522,84.12549,0,28.4478,0,0,0,0,0,189.2522,18.6935,0,0,0,0,7.06721,0,0,15.5948,0,0
TP9L17,26.32844761,154.194,3809.00504,3809.00504,265.54043,221.44212,0,0,0,0,2.389,0,162.490122,0,0,16.10654,411.5299,265.54043,0.863319,0,0,0,26.179556,66.204341,9.24405,26.2695,5.31218,0,0,53.0836,45.20622,0,25.8192,0,0,0,12.54351,0,53.0836,18.0266,0,0,0,0,12.22917,0,2.00609,3.856,0,0
TP10L14,46.70169294,214.583,2463.28,2463.28,163.52061,320.81663,0,0,0,22.255,0,0,193.11933,0,0,0,216.3827,163.52061,8.4476,0,0,0,8.40961,144.0825,5.42721,15.34485,0,0,0,42.03537,50.340036,0,31.5802,0,0,0,0,0,42.03537,32.6649,0,0,0,0,5.07209,0,0,6.5924,0,0
TP10L6,39.51850868,158.458,4054.60622,4054.60622,152.05927,241.37881,0,0,0,0,2.6731,0,146.26211,0,0,21.92248,212.88473,152.05927,6.65397,0,0,0,38.08047,176.54837,39.97609,10.34555,2.6818,10.13651,0.851882,47.72454,60.381744,0,11.0555,0,0,0,15.05682,0,46.21056,19.297,0,0,0,0,17.024524,0,0,5.14752,7.20029,0
TP10L17,32.64640748,210.135,0,0,177.73148,327.1816,0,0,0,0,0,0,213.5962,0,0,0,200.09964,177.73148,6.53627,0,0,0,17.40884,75.9467,0,8.48851,0,0,0,51.267,59.51288,0,32.5799,0,0,0,0,0,51.267,0,0,0,0,0,1.99301,0,0,11.6777,2.65235,0
TP11L14,38.84054178,236.333,0,0,213.50138,347.7836,0,0,0,0,0,0,176.42385,0,0,34.98148,270.25656,213.50138,2.54464,0,4.50695,1.39584,44.876172,101.23107,19.71376,24.7687,0,0,0,212.94123,57.15783,0,198.183,0,0,0,0,0,208.29014,8.85558,0,0,0,0,8.56639,0,2.87773,1.92227,2.06517,0
TP11L6,48.19885684,141.5019,6134.47647,6134.47647,224.30235,220.062,0,0,0,0,0,0,155.5779,0,0,81.35915,301.29965,224.30235,7.44316,0,0,0,72.49477,114.87601,47.58769,41.14421,1.82367,0,0,74.51109,23.21016,0,64.9256,0,0,0,12.25791,0,74.51109,5.18058,0,0,0,0,9.74389,0,15.0997,1.32979,2.41628,0
TP11L17,43.8568298,143.228,60.64322,60.64322,313.9942,234.66559,0,0,0,0,11.882,7.71799,185.704343,0,0,31.01264,454.41626,313.9942,3.00721,0,0,0,87.746837,80.27673,24.78529,8.24082,0,0,0,152.6079,73.772741,0,126.161,0,1.58297,0,8.53623,0,152.6079,0,0,0,0,0,20.81406,0,0,6.26811,1.62706,0
TP12L6,82.15695782,65.43014,4329.36138,4329.36138,194.98228,116.40244,0,0,3.76644,1.3772,0,0,110.89178,0,0,166.4444,265.351013,194.98228,14.98259,0,0,1.0965,122.06935,204.626125,79.16458,36.41538,4.34981,11.12774,1.30707,37.68195,71.221017,0,18.84146,0,9.06951,0,1.95405,0,33.41034,2.96082,0,0,0,0,9.09235,0,0,11.87746,0,0
TP12L14,82.90450769,66.7142,20.27994,20.27994,129.54705,186.28127,9.84153,0,3.32771,3.02321,4.83495,7.18992,255.21658,5.86747,0,229.82187,195.377517,129.54705,5.157026,0,0,3.07343,139.804127,275.536066,167.75729,50.35438,5.74599,1.61168,0,78.05479,84.17937,9.84153,53.85458,0,7.05123,0,9.97982,0,75.50512,25.9982,0,0,0,5.86747,0,0,12.53801,14.181,0,0
TP12L17,72.02461065,89.71699,7096.66548,7096.66548,153.61689,169.59829,0,0,1.8752,6.18349,0,0,122.051568,2.50774,0,76.00193,195.56349,153.61689,4.920283,0,0,1.515935,55.463545,126.051297,71.34088,36.837861,3.12637,0,1.4642,33.44737,59.894053,0,26.1278,0,7.43266,0,15.331454,0,33.44737,22.1116,0,0,0,6.46688,15.67944,0,13.226383,9.08124,3.09393,1.41236
TP13L14,97.35356693,95.62696,3324.08143,3324.08143,96.82793,169.183959,0,0,10.73549,18.42599,5.62358,8.82068,175.194379,3.55095,0,162.58629,186.303384,96.82793,18.30543,0,0,5.279957,152.668045,144.404976,89.83621,61.22756,3.38626,16.60348,0.537828,67.49269,106.498882,0,34.81212,5.49039,41.11021,0,38.4017,0,52.44393,11.74659,0,0,0,0,8.990555,0,0,1.87634,1.13646,0
TP13L17,92.61073421,99.09568,2520.07163,2520.07163,251.9564,178.36958,21.12653,0,8.88107,5.71866,3.91042,19.72366,203.1169,18.07773,0,212.53301,312.54558,251.9564,12.47044,1.75723,0,10.72453,144.653329,165.655814,126.48154,77.81364,3.97707,12.63445,0,69.485499,105.204,21.12653,63.42339,0,51.93087,0,28.56002,0,64.662589,7.37667,0,0,1.28986,9.00011,13.411837,0,8.965389,3.73667,4.58742,5.70623
TP13L6,89.01295692,117.2253,414.45266,414.45266,203.4192,183.38397,0,0,4.07471,22.05429,17.67527,19.99451,195.631843,9.46535,0,387.52896,318.81103,203.4192,11.62034,0,0,8.7841,361.115,388.42821,162.29676,133.089,22.45065,3.94065,0,70.00384,161.90515,0,41.08042,0,137.94956,0,66.2375,0,54.34603,19.2189,0,0,3.36055,0,7.58135,0,28.64089,3.115158,4.48196,0
TP14L6,91.17588776,130.87369,224.34961,224.34961,127.83567,197.244137,7.66274,0,7.58345,9.71492,0,35.92727,149.995587,12.09068,0,355.54171,242.25015,127.83567,25.72826,0,2.79168,11.17133,230.700857,244.51488,142.14227,110.12782,8.29777,10.59606,1.21076,40.252403,147.8918,7.66274,53.3011,0,62.32013,0,64.17544,0,38.100613,11.74479,0,0,0,0,16.89549,0,44.76536,6.18732,0,12.7295
TP15L6,82.95599675,40.663992,1984.530649,1984.530649,24.040195,47.829868,7.69255,0,5.94224,13.56707,11.828617,36.455866,85.680285,22.26599,0,330.855532,134.51568,24.040195,16.663249,0.574041,3.3918,8.19551,203.303757,186.025506,179.76142,72.736651,7.853908,16.474877,0.383906,70.243491,61.37602,7.69255,39.467678,5.22544,99.528298,0,80.51899,1.0358,55.678021,9.010354,0,1.56681,1.52061,7.380253,14.637351,0,27.814704,4.077303,1.08162,2.533725
TP15L14,94.87036001,27.91745,94.685507,94.685507,42.446328,52.467053,8.391193,0,9.036744,17.740663,11.93121,22.050747,88.372206,8.47745,0,169.902811,141.29069,42.446328,26.50037,0,1.26383,3.93681,165.243939,111.43766,68.651379,38.110707,7.816496,9.524086,1.620304,54.837297,36.872813,8.391193,26.227597,1.47724,38.482408,0,50.009797,0,39.705107,4.480232,0,0,2.06342,0.479756,2.449168,0,14.462599,10.422645,1.2231,5.36636
TP15L17,95.29409662,47.5684,963.11037,963.11037,90.24732,113.76921,14.99141,0,8.0317,9.466109,8.20674,13.49613,172.47015,9.70094,0,162.75312,206.990453,90.24732,52.9481,0,2.62635,7.135475,211.785978,199.269954,153.90274,110.917235,15.247429,4.91208,3.09048,77.81543,55.151389,14.99141,24.15514,0,53.03111,0,64.06343,0,61.48198,11.29838,0,0,1.35351,8.88581,20.668808,0,31.733353,14.26898,0,14.99917
